region,horizon,MAE,RMSE,MedAE,ME,ZeroAcc,n,MASE,RMSSE
cherkasy,1,0.125,0.3535533905932738,0.0,0.041666666666666664,0.875,24,4.19375,2.0478647416272397
cherkasy,2,0.16666666666666666,0.408248290463863,0.0,0.0,0.8333333333333334,24,5.591666666666667,2.3646705196848603
cherkasy,3,0.2916666666666667,0.5400617248673217,0.0,-0.125,0.7083333333333334,24,9.785416666666666,3.1281650638460032
cherkasy,4,0.125,0.3535533905932738,0.0,0.041666666666666664,0.875,24,4.19375,2.0478647416272397
cherkasy,5,0.20833333333333334,0.45643546458763845,0.0,-0.125,0.7916666666666666,24,6.989583333333334,2.6437820132025514
cherkasy,6,0.08333333333333333,0.28867513459481287,0.0,0.08333333333333333,0.9166666666666666,24,2.7958333333333334,1.672074559741082
cherkasy,7,0.16666666666666666,0.408248290463863,0.0,0.0,0.8333333333333334,24,5.591666666666667,2.3646705196848603
chernihiv,1,1.75,2.362907813126304,1.0,-0.4166666666666667,0.7083333333333334,24,6.347297297297298,3.3342110614914153
chernihiv,2,2.8333333333333335,3.4641016151377544,2.0,-1.8333333333333333,0.8333333333333334,24,10.276576576576577,4.888064552988634
chernihiv,3,2.2916666666666665,2.908321394435858,1.5,-0.7916666666666666,0.7083333333333334,24,8.311936936936936,4.103823818192202
chernihiv,4,2.8333333333333335,3.3541019662496847,2.0,-0.5833333333333334,0.6666666666666666,24,10.276576576576577,4.7328481522279455
chernihiv,5,1.5416666666666667,2.03100960115899,1.0,0.20833333333333334,0.6666666666666666,24,5.591666666666668,2.86588187679652
chernihiv,6,2.7916666666666665,3.517811819867572,2.0,-0.9583333333333334,0.5833333333333334,24,10.125450450450451,4.963853019102421
chernihiv,7,1.6666666666666667,2.160246899469287,1.5,0.08333333333333333,0.6666666666666666,24,6.045045045045046,3.048243806952965
dnipropetrovsk,1,2.2916666666666665,2.979093821953246,2.0,-0.9583333333333334,0.625,24,3.04496699669967,2.260905853628133
dnipropetrovsk,2,2.125,2.7913557040740375,2.0,-0.4583333333333333,0.7083333333333334,24,2.8235148514851485,2.11842688685832
dnipropetrovsk,3,2.0833333333333335,2.6457513110645907,2.5,-1.0,0.7083333333333334,24,2.7681518151815183,2.007924215863826
dnipropetrovsk,4,2.1666666666666665,2.7838821814150108,2.0,-0.9166666666666666,0.7083333333333334,24,2.8788778877887786,2.112755051012634
dnipropetrovsk,5,2.125,2.776388541492947,2.0,1.875,0.375,24,2.8235148514851485,2.107067947692851
