region,horizon,MAE,RMSE,MedAE,ME,ZeroAcc,n,MASE,RMSSE
poltava,7,0.25,0.6454972243679028,0.0,0.0,0.8333333333333334,24,3.28921568627451,2.3413727050153397
rivne,1,0.16666666666666666,0.408248290463863,0.0,0.0,0.8333333333333334,24,13.979166666666666,3.0527765140023666
rivne,2,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0
rivne,3,0.08333333333333333,0.28867513459481287,0.0,0.0,0.9166666666666666,24,6.989583333333333,2.158638974498103
rivne,4,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0
rivne,5,0.08333333333333333,0.28867513459481287,0.0,0.0,0.9166666666666666,24,6.989583333333333,2.158638974498103
rivne,6,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0
rivne,7,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0
sumy,1,5.375,7.362630870370546,3.0,0.041666666666666664,1.0,24,5.016168289290682,3.428182714777903
sumy,2,7.541666666666667,9.972879891652829,4.5,-0.7083333333333334,1.0,24,7.0381896152063055,4.643564924422145
sumy,3,6.291666666666667,7.8182478855559445,5.0,-0.625,0.9166666666666666,24,5.8716388502549846,3.640326770824906
sumy,4,6.083333333333333,7.937253933193772,4.5,0.25,0.9166666666666666,24,5.6772137227630965,3.6957382782940433
sumy,5,2.4166666666666665,3.5237290853109955,1.0,-0.16666666666666666,0.8333333333333334,24,2.255331478905888,1.6407161182610457
sumy,6,3.25,4.536885862938733,2.0,-0.9166666666666666,0.9166666666666666,24,3.0330319888734354,2.112461424195239
sumy,7,5.083333333333333,6.72061505121865,4.0,-0.08333333333333333,0.8333333333333334,24,4.74397311080204,3.129247786138769
vinnytsia,1,0.08333333333333333,0.28867513459481287,0.0,0.0,0.9166666666666666,24,2.0709876543209877,1.3430426057501732
vinnytsia,2,0.16666666666666666,0.408248290463863,0.0,0.0,0.8333333333333334,24,4.1419753086419755,1.8993490678967966
vinnytsia,3,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0
vinnytsia,4,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0
vinnytsia,5,0.041666666666666664,0.2041241452319315,0.0,0.041666666666666664,0.9583333333333334,24,1.0354938271604939,0.9496745339483983
vinnytsia,6,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0
vinnytsia,7,0.16666666666666666,0.408248290463863,0.0,0.0,0.8333333333333334,24,4.1419753086419755,1.8993490678967966
zaporizhia,1,3.25,4.481443219916251,2.0,-0.4166666666666667,0.5833333333333334,24,2.643333333333333,1.7953084482784172
zaporizhia,2,2.5,3.851406669430448,0.5,0.25,0.5416666666666666,24,2.033333333333333,1.5429098600770716
zaporizhia,3,1.125,2.226731535981231,0.0,0.20833333333333334,0.7916666666666666,24,0.9149999999999999,0.8920496684703703
zaporizhia,4,3.3333333333333335,4.301162633521313,3.0,-0.08333333333333333,0.75,24,2.7111111111111112,1.7230863439400146
zaporizhia,5,2.0416666666666665,3.246793289796359,1.0,0.375,0.7916666666666666,24,1.6605555555555553,1.300696034054407
zaporizhia,6,2.8333333333333335,4.232808366400098,2.0,0.0,0.6666666666666666,24,2.3044444444444445,1.6957029794262741
zaporizhia,7,2.8333333333333335,3.4034296427770228,2.0,-0.25,0.8333333333333334,24,2.3044444444444445,1.363446035340591
zhytomyr,1,0.041666666666666664,0.2041241452319315,0.0,-0.041666666666666664,0.9583333333333334,24,0.8736979166666666,0.836037279870541
zhytomyr,2,0.08333333333333333,0.28867513459481287,0.0,0.0,0.9166666666666666,24,1.7473958333333333,1.18233525984243
zhytomyr,3,0.3333333333333333,0.9128709291752769,0.0,0.0,0.8333333333333334,24,6.989583333333333,3.7388723790290928
zhytomyr,4,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0
zhytomyr,5,0.08333333333333333,0.28867513459481287,0.0,0.0,0.9166666666666666,24,1.7473958333333333,1.18233525984243
zhytomyr,6,0.0,0.0,0.0,0.0,1.0,24,0.0,0.0
zhytomyr,7,0.25,0.5,0.0,0.0,0.75,24,5.2421875,2.0478647416272393
