,Feature,h1_gain,h2_gain,h3_gain,h4_gain,h5_gain,h6_gain,h7_gain,agg_gain,total_gain
134,rolling_rmean7_7_acled_other_rus_shelling_artillery_missile_attack_pastcov_lag-1,476.18706926330924,445.9938002433628,282.792444835417,358.00441123731434,340.98032872378826,450.20687121525407,700.5157703980803,436.3829565595037,3491.06365247603
135,env_weather_temperature_2m_min_futcov_lag1,267.986834931653,662.9259490221739,275.2099412679672,232.50759267807007,327.87296175956726,503.3194793239236,783.9057635175996,436.2469317858507,3489.9754542868054
136,env_k_max_futcov_lag0,296.2395076751709,223.68362617492676,406.7095410693437,1446.3182039025705,199.23706197738647,216.69302129745483,236.9219889640808,432.2575644372763,3458.0605154982104
137,env_weather_shortwave_radiation_sum_futcov_lag0,642.1494926606829,588.782923579216,282.6241008043289,693.5945351935225,279.8257224727422,296.6043127262965,237.60985258966684,431.5987057180651,3452.789645744521
138,ewm_expdecay7_act_cyber_other_nato_pastcov_lag-1,412.58106780052185,574.594987154007,510.2124695777893,405.82124698441476,418.4203049572534,349.355411529541,333.62005737423897,429.2293636253952,3433.8349090031616
139,env_weather_pressure_msl_max_futcov_lag5,321.93640641123056,641.6661784648895,463.5916271209717,566.1476358985528,303.8194552063942,206.75468802452087,498.69231902564934,428.94404430745846,3431.5523544596676
140,ewm_ewma14_fin_ch_export_belarus_pastcov_lag-1,42.18869972229004,413.46263897418976,262.51823139190674,643.094979474321,512.7412330172956,542.5776600837708,579.54225730896,428.017957138962,3424.143657111696
141,env_weather_shortwave_radiation_sum_futcov_lag-2,550.7545545101166,386.11595940589905,380.34307128190994,501.80767977423966,329.5270195007324,518.899696201086,311.59799098968506,425.5779959519527,3404.6239676156215
142,env_weather_et0_fao_evapotranspiration_futcov_lag-2,673.1997269541025,433.5187817364931,150.6086003780365,256.4900484085083,227.611363530159,421.2761397399008,809.8806760311127,424.65504811118757,3397.2403848895005
143,ewm_expdecay7_com_diplo_redsecondary_ua_pastcov_lag-1,271.84235966205597,365.24992448091507,215.04121546447277,488.24962565267924,123.4055290222168,532.4446761423778,971.1390004958957,423.91033298865904,3391.2826639092723
144,env_weather_rain_sum_futcov_lag6,545.7305203676224,455.3420567512512,582.006908416748,597.870249569416,151.6020791530609,319.39598974585533,288.1127202510834,420.0086463221482,3360.0691705771856
145,env_weather_et0_fao_evapotranspiration_futcov_lag4,828.5226120948792,226.78275847434998,494.6550049483776,350.9502582550049,431.1709814667702,272.8215450234711,328.94451904296875,419.1210970436888,3352.9687763495103
146,env_weather_shortwave_radiation_sum_futcov_lag3,436.55679178237915,192.9374044686556,295.7689551897347,765.3842766433954,382.037339925766,323.9614677429199,531.7377120382152,418.3405639701523,3346.7245117612183
147,env_k_max_futcov_lag-1,350.2283305609599,373.74248361587524,1406.7351091112942,136.9642195701599,121.82269763946533,267.5462603662163,258.6245880126953,416.523384125238,3332.187073001904
148,env_weather_sunshine_duration_futcov_lag1,288.4130530357361,524.799863755703,281.34645676612854,172.7317408323288,833.4090407794283,338.50647753477097,474.7685452699661,416.28216828200885,3330.257346256071
149,env_weather_cloud_cover_mean_futcov_lag5,161.12015496380627,481.31984663009644,327.44417461007833,630.4283212721348,685.1381199359894,242.92989921569824,377.83567094802856,415.1737410822617,3321.3899286580936
150,env_weather_shortwave_radiation_sum_futcov_lag1,233.93641234375536,990.5275361537933,490.5265529155731,338.73939418792725,278.23914432525635,296.19111037254333,265.2474904060364,413.34394867212643,3306.7515893770114
151,ewm_expdecay7_com_restrictive_redsecondary_bluesecondary_pastcov_lag-1,300.3670154027641,490.6092984676361,265.14512730855495,721.611653516069,186.08643266558647,652.9602437019348,269.26567655801773,412.2922068029376,3298.3376544235007
152,env_weather_temperature_2m_mean_futcov_lag6,118.09367942810059,385.18320529162884,530.0205885563046,290.1680284142494,184.987768471241,553.7351198531687,822.9485691487789,412.16242273763885,3297.299381901111
153,total_ru_area_km2_pastcov_lag-1,1469.17640542984,160.91024923324585,364.7692015056964,302.8736768960953,300.96372840627737,247.6334062218666,37.05966331064701,411.9123330005241,3295.2986640041927
154,env_weather_pressure_msl_min_futcov_lag0,381.58597997250035,449.42534852027893,287.3717565536499,316.53439831733704,658.1672758720815,336.7845765352249,438.6905264854431,409.7942660366451,3278.354128293161
155,env_weather_rain_sum_futcov_lag4,621.3008832093328,564.7720608711243,263.66954720020294,326.1493067741394,220.31830364465714,749.1985750198364,120.93453192710876,409.47760123520027,3275.820809881602
156,env_weather_pressure_msl_mean_futcov_lag-2,315.2654639519751,436.51728343963623,260.5930778980255,183.8980095386505,304.0742457155138,500.9063086165115,853.4371757107983,407.813080695873,3262.504645566984
157,env_weather_pressure_msl_max_futcov_lag0,197.785586158745,440.28111449815333,543.8840433955193,478.7878805398941,415.2139072418213,192.13597917556763,585.7102875709534,407.68554265437916,3261.4843412350333
158,env_weather_pressure_msl_max_futcov_lag2,620.1489567756653,356.82461881637573,327.918045938015,331.38076490163803,601.5826535746455,436.5476417541504,165.4990315437317,405.70024475774596,3245.6019580619677
159,com_diplo_bluesecondary_ua_pastcov_lag-1,932.0400089025497,249.76301097869873,340.9524006843567,322.11067819595337,100.02254009246826,480.5777996778488,407.60860300064087,404.72500593321666,3237.8000474657333
160,env_weather_sunshine_duration_futcov_lag4,475.19957545399666,484.43159222602844,681.1195588558912,218.37788996100426,295.2909491956234,392.006863224844,282.2394902706146,404.0951313125718,3232.7610505005746
161,env_k_max_futcov_lag3,89.2330709695816,707.135256767273,94.14149951934814,99.7184049487114,608.0879361629486,188.81115818023682,1024.2249171613366,401.62174910134803,3212.9739928107842
162,env_weather_shortwave_radiation_sum_futcov_lag4,287.00443971157074,369.5869944021106,125.48644995689392,433.66660410910845,803.0825560772792,462.91998591274023,326.21384835243225,401.13726836030503,3209.0981468824402
163,env_weather_rain_sum_futcov_lag5,393.6438020821661,465.23694418463856,567.4801902770996,243.76919746398926,202.17009854316711,172.0483796596527,745.5689301490784,398.55964890854165,3188.477191268333
164,darts_enc_fc_cyc_dayofyear_cos_futcov_lag5,24.595300674438477,21.209699630737305,30.205219745635986,32.567501068115234,1082.7416152954102,32.53110122680664,1555.876953125,397.10391296659196,3176.8313037327357
165,env_weather_precipitation_sum_futcov_lag4,188.67612981796265,496.6301293373108,349.9429602622986,132.49853420257568,257.299147605896,965.7172802612185,362.2312595844269,393.2850630102413,3146.2805040819303
166,env_weather_pressure_msl_min_futcov_lag5,510.30497970152646,298.99588629006394,178.6697281220695,525.226786161249,530.3947801589966,279.7640898237005,425.072915032506,392.63273789858744,3141.0619031886995
167,env_weather_soil_moisture_0_to_100cm_mean_futcov_lag-1,236.70295033603907,486.4976066350937,252.1150239277631,376.83600636199117,1009.3197536468506,150.81106747686863,213.563007555902,389.4064879915012,3115.2519039320096
168,env_weather_et0_fao_evapotranspiration_futcov_lag3,330.5730725415051,420.63172437250614,379.8769804108888,413.5942023321986,249.10148949548602,336.8407278060913,590.9551706910133,388.79619537852705,3110.3695630282164
169,ewm_expdecay7_com_verbal_conflict_bluesecondary_rus_pastcov_lag-1,196.38400894403458,235.6246199607849,359.7751133348793,289.6014814376831,350.8346402645111,378.9826653935015,909.8104538917542,388.7161404610212,3109.7291236881697
170,ewm_ewma14_com_aid_military_pastcov_lag-1,387.19336289167404,972.5004113465548,250.8860999532044,234.97861194610596,194.26776123046875,397.6456274986267,265.85063391923904,386.18892982655336,3089.511438612427
171,ewm_ewma14_com_aid_financial_pastcov_lag-1,239.93402528972365,347.9501715898514,580.2818595394492,445.8154802918434,398.99451272934675,358.4900790117681,324.2739749997854,385.10572906453825,3080.845832516306
172,env_weather_shortwave_radiation_sum_futcov_lag2,179.7444332242012,320.91879802942276,796.382489271462,718.4406400918961,318.2877869606018,160.4926594272256,199.63126769661903,384.8425821002041,3078.7406568016327
173,env_weather_pressure_msl_min_futcov_lag-1,317.64530301094055,286.7635982632637,316.9785877466202,643.1820006370544,265.05903458595276,481.56213343143463,368.93139189481735,382.87457851001193,3062.9966280800954
174,env_weather_pressure_msl_mean_futcov_lag2,755.2118594497442,332.8867042064667,192.74697748571634,230.06243046931922,581.4557754397392,350.6852670311928,213.15644423477352,379.45792261670744,3035.6633809336595
175,ewm_ewma14_act_cyber_rus_other_pastcov_lag-1,314.50888124108315,473.8428819179535,303.67136538028717,554.2825456107676,566.2962340377271,304.63927364349365,114.841887652874,376.01186706916945,3008.0949365533556
176,env_weather_temperature_2m_min_futcov_lag-1,478.9462471008301,296.09005880355835,457.03544068336487,451.79098780453205,346.94807982444763,290.3061321377754,310.83135962486267,375.99261513991013,3007.940921119281
177,env_weather_precipitation_hours_futcov_lag1,140.1064498461783,908.8254422238097,360.18478775024414,177.09445071220398,48.6427001953125,378.4938335418701,618.3228803351521,375.9529349435387,3007.6234795483097
178,env_weather_soil_moisture_0_to_100cm_mean_futcov_lag5,270.8884901381098,401.47399455308914,223.1977277994156,289.7477192878723,521.6271150282118,586.7925417423248,318.3791816569865,373.15811002943,2985.26488023544
179,rolling_rsum14_14_com_escalationsignal_redsecondary_ua_pastcov_lag-1,735.7044159173965,367.35143559705466,350.1023359298706,249.25897765159607,137.31806741282344,299.8022806867957,471.2719078063965,372.97277442884763,2983.782195430781
180,rolling_rmean7_7_com_verbal_conflict_rus_ua_pastcov_lag-1,137.6238021850586,232.7238784392248,270.55031764507294,195.21228583343327,690.3976440429688,614.3326663970947,468.1317276954651,372.71033174833116,2981.6826539866493
181,env_weather_sunshine_duration_futcov_lag5,301.57796001434326,475.6682247593999,272.0601903013885,451.9692578315735,346.83108337270096,402.9083885680884,356.3282198905945,372.477617819727,2979.820942557816
182,ewm_ewma14_com_ners_r6_pastcov_lag-1,123.37850201129913,214.72358322143555,313.64539670944214,252.0054624932818,419.1302380487323,808.5308876037598,475.28735065460205,372.3859172489361,2979.0873379914888
183,env_weather_et0_fao_evapotranspiration_futcov_lag1,413.7732603549957,612.0848388820887,199.65823793411255,292.82263016700745,443.0976405143738,373.17295170528814,270.6787246596068,372.18404060249617,2977.4723248199693
184,rolling_rmean7_7_dist_to_nearest_contested_km_pastcov_lag-1,395.98104540631175,611.3293767571449,290.21136581897736,63.57114419341087,335.4406966790557,360.83571660518646,541.6479009389877,371.28817805701067,2970.3054244560853
185,ewm_expdecay7_fin_usd_uah_rate_pastcov_lag-1,477.64827823638916,345.9591443538666,480.7866096496582,429.5832881331444,164.6697567841038,433.05434986948967,266.4312801361084,371.16181530896574,2969.294522471726
186,env_weather_temperature_2m_max_futcov_lag6,231.19359028339386,207.12106716632843,289.04217910021544,321.709764925763,258.69737243652344,829.6985774058849,457.818914799951,370.75449515972286,2966.035961277783
187,env_weather_precipitation_sum_futcov_lag0,344.2273225784302,860.2177586555481,141.40573143959045,222.82081079483032,406.48022764374036,123.57976007461548,458.2793035507202,365.28727353392503,2922.2981882714002
188,rolling_rmean7_7_acled_other_ua_disrupted_weapons_use_pastcov_lag-1,309.3286656141281,981.9630649350584,587.9641618728638,169.29255414009094,68.54279059171677,335.0777693539858,77.34522421844304,361.35917581804097,2890.8734065443277
189,env_weather_shortwave_radiation_sum_futcov_lag5,425.4783246777952,270.44634483009577,268.8460190631449,262.2035593241453,196.41873521916568,550.8449566364288,553.5388272404671,361.11096671303466,2888.8877337042773
190,ewm_expdecay7_act_cyber_rus_nato_pastcov_lag-1,520.8657802343369,171.5256485939026,604.3446488678455,433.83473029732704,321.89352798461914,235.65759220719337,236.8354352619499,360.70819477816775,2885.665558225342
191,env_weather_precipitation_hours_futcov_lag-1,566.3547241592314,116.97775864601135,120.88435983657837,367.5190622773363,805.0374829769135,202.80085945129395,330.40548062324524,358.56853256722997,2868.5482605378397
192,env_weather_precipitation_sum_futcov_lag-1,1138.514807343483,86.4188883304596,244.13827109336853,323.65646529197693,127.81307768821716,379.5109717845917,208.23275089263916,358.3264617749623,2866.6116941996984
193,ewm_expdecay7_com_restrictive_rus_ua_pastcov_lag-1,172.04975032806396,79.88680934906006,973.3400100916624,312.90333391726017,418.2931025028229,171.375374969095,371.2604350820184,357.0155451771404,2856.124361417123
194,env_weather_precipitation_hours_futcov_lag3,199.03934168815613,64.65335988998413,170.93059825897217,1089.52651527524,357.8422417640686,153.87895107269287,462.2748584151268,356.8779809091772,2855.0238472734177
195,ewm_ewma14_com_logistic_redsecondary_rus_pastcov_lag-1,424.01850202307105,305.32135331630707,734.5831177942455,309.13755106925964,328.6590690612793,219.1197919845581,176.8806185722351,356.8171434029937,2854.5371472239494
196,env_weather_rain_sum_futcov_lag2,210.7124810218811,159.92302298545837,123.79619812965393,564.3649633638561,203.22393023967743,515.968535900116,716.7951908111572,356.39776035025716,2851.1820828020573
197,env_weather_pressure_msl_mean_futcov_lag5,329.05903634801507,255.55450761318207,811.5062167644501,470.80532548204064,249.0470001772046,186.23816692829132,188.55904871225357,355.8241860036339,2846.593488029071
198,env_k_max_futcov_lag1,260.72522029839456,166.7102301120758,179.68275928497314,424.7044847011566,1103.636366756633,184.12360906600952,170.98097968101501,355.7948071286082,2846.358457028866
199,env_weather_temperature_2m_min_futcov_lag5,481.9479229450226,156.0027436236851,257.66016829013824,416.4195194244385,549.6117160916328,331.15413695573807,293.76806527376175,355.2234675149167,2841.7877401193336
200,env_weather_soil_moisture_0_to_100cm_mean_futcov_lag1,198.48470449401066,211.17473500594497,301.7904521005403,153.1813428401947,11.400839805603027,350.6627742052078,1251.0237063765526,353.9597935468649,2831.678348374919
201,env_weather_soil_moisture_0_to_100cm_mean_futcov_lag4,297.9425110090524,421.10279056429863,202.62121172249317,561.874997228384,364.91485526948236,338.0098085850477,290.6699019372463,353.8765823308578,2831.0126586468623
202,env_weather_et0_fao_evapotranspiration_futcov_lag-1,538.4470425397158,414.86374020576477,501.3592276573181,201.58909398317337,276.5379693508148,183.26535721495748,349.1032090187073,352.1665199957788,2817.3321599662304
203,env_weather_temperature_2m_mean_futcov_lag5,111.945969581604,550.7348846197128,123.78024053573608,162.08535158634186,520.8209769297391,706.3166251182556,282.5990581512451,351.1833009318049,2809.4664074544394
204,env_weather_temperature_2m_max_futcov_lag1,369.0823483467102,314.18591493251733,416.54030190967023,288.02916073799133,153.83149626478553,713.4238916635513,196.67361214756966,350.2523894289708,2802.0191154317663
205,env_weather_sunshine_duration_futcov_lag-1,364.3500538133085,244.2070380449295,709.8464154005051,383.9502204358578,217.50942730903625,372.5389428138733,151.779869556427,349.16885248199105,2793.3508198559284
206,ewm_ewma14_act_cyber_other_nato_pastcov_lag-1,643.7241673469543,450.6264822483063,381.24860541906673,338.92860531806946,273.3077307343483,126.02878814935684,222.26303887367249,348.0182025842535,2784.145620674028
207,env_weather_temperature_2m_min_futcov_lag-2,246.3853795528412,437.7304432988167,455.07277607917786,312.2579940594733,422.6809630393982,239.27427744865417,322.693356519565,348.0135985711323,2784.1087885690586
208,ewm_expdecay7_act_total_daily_strike_events_pastcov_lag-1,137.3280439041555,591.4527525901794,191.5376579761505,591.316654086113,242.977778673172,354.91414197627455,321.51575208082795,347.2918258981247,2778.334607184998
209,env_weather_soil_moisture_0_to_100cm_mean_futcov_lag0,215.44311955943704,306.3856252655387,302.01501774491044,160.9657272361219,292.80136640928686,635.3161151409149,515.1020357608795,346.86128673101274,2774.890293848102
210,ewm_expdecay7_com_aid_military_pastcov_lag-1,295.8873674273491,598.6255490779877,274.19848108291626,346.7029230594635,395.7852634266019,260.4656061185524,254.85625839233398,346.6459212264578,2773.1673698116624
211,env_weather_temperature_2m_mean_futcov_lag3,171.7523386478424,221.28667879104614,887.3421969413757,667.8648104667664,195.18660862743855,138.55843889713287,128.85779070854187,344.40698044002056,2755.2558435201645
212,env_weather_pressure_msl_mean_futcov_lag-1,225.80618808418512,415.11197978258133,354.97855321434326,231.72939978539944,335.40334002673626,282.90539571642876,510.0929006524384,336.57539389458753,2692.6031511567003
213,env_k_max_futcov_lag4,230.7422129114857,67.63233995437622,746.6986885070801,241.04297532659257,6.535399436950684,514.3815972805023,535.7559742927551,334.68416967282036,2677.473357382563
214,env_weather_temperature_2m_max_futcov_lag0,547.2770984172821,324.5362596511841,205.9260401725769,260.53176736831665,598.2525370121002,165.19854897260666,240.56144739221781,334.6119569980406,2676.895655984325
215,env_weather_temperature_2m_min_futcov_lag6,271.0111093521118,529.764490365982,261.87066078186035,146.56818008422852,453.2965705394745,399.9610673189163,275.6226705769077,334.01353557421163,2672.108284593693
216,env_k_max_futcov_lag6,634.9829688072205,408.36923155747354,207.2336277961731,116.19320011138916,545.9667908847332,278.8810005187988,119.78027963638306,330.20101418745304,2641.6081134996243
217,env_weather_temperature_2m_mean_futcov_lag2,301.97917780280113,370.2886078953743,673.1410728693008,184.8178302422166,143.66211011633277,112.37271213531494,524.519673425355,330.11159778381364,2640.892782270509
218,darts_enc_fc_cyc_day_sin_futcov_lag2,777.3518042564392,679.3829200267792,26.73168969154358,565.8040609359741,40.07500602409709,90.24272131919861,127.36585974693298,329.56486600013784,2636.5189280011027
219,env_weather_precipitation_hours_futcov_lag2,183.3719401359558,488.5078272819519,772.238332523033,246.94351077079773,112.58203995227814,164.4643816947937,337.6881777048111,329.3994585805173,2635.1956686441386
220,ewm_expdecay7_com_ners_r6_pastcov_lag-1,186.0958001613617,185.61137747764587,197.47250880301,432.3770594596863,473.8352638632059,375.61300694942474,450.2590369860409,328.7520076714822,2630.0160613718576
221,env_weather_temperature_2m_mean_futcov_lag4,377.24752724170685,81.3303414285183,122.41906177997589,498.7359210252762,880.4145832061768,215.7043099962175,117.05192947387695,327.55766773596406,2620.4613418877125
222,rolling_rmean7_7_com_diplo_redsecondary_rus_pastcov_lag-1,65.44491815567017,130.32373549044132,177.5420902967453,199.54222413059324,600.5038022994995,699.752272605896,391.51677668094635,323.51797423711315,2588.143793896905
223,env_weather_precipitation_hours_futcov_lag-2,66.15244007110596,100.94121932983398,336.17478704452515,698.705091734766,363.7917814850807,423.86016511917114,268.70011281967163,322.61794251487925,2580.943540119034
224,ewm_expdecay7_com_restrictive_bluesecondary_rus_pastcov_lag-1,160.67727851867676,393.8329579010606,339.46827840805054,152.35293090343475,690.4307590903481,76.44046195968986,437.640197455883,321.5489806053062,2572.3918448424497
225,ewm_expdecay7_act_cyber_rus_other_pastcov_lag-1,246.08316230773926,583.3445681929588,127.72686064243317,182.7928775215987,327.578768491745,516.4984532594681,251.4573895931244,319.3545828584382,2554.8366628675058
226,env_weather_temperature_2m_mean_futcov_lag1,325.713384732604,750.9334642544854,176.82260131835938,53.84917068481445,140.4126053377986,559.9958489565179,209.16957680881023,316.69952172762714,2533.596173821017
227,com_verbal_conflict_rus_ua_pastcov_lag-1,968.3872151374817,308.14752008393407,93.08624923229218,132.8268699645996,100.09104274353012,341.31067872047424,271.6778464317322,316.50391747343485,2532.031339787479
228,env_weather_pressure_msl_min_futcov_lag4,560.7119681835175,305.22154331207275,263.7578902244568,396.1598243713379,241.11013717274182,218.05190517753363,229.93143754638731,316.4206722840068,2531.3653782720544
229,env_weather_pressure_msl_max_futcov_lag1,334.25454902648926,182.99895119667053,389.8788768649101,599.0552904009819,283.285647384997,239.90721094608307,181.9812994003296,315.90883217435163,2527.270657394813
230,com_escalationsignal_bluesecondary_rus_pastcov_lag-1,182.4020013809204,581.9698469638824,263.33814907073975,112.54721403121948,556.8479924201965,91.9829797744751,420.18648388888687,315.6106667900458,2524.8853343203664
231,env_weather_et0_fao_evapotranspiration_futcov_lag0,682.9043114185333,206.6702699661255,212.0382593870163,375.0885932445526,389.49891674518585,177.3062137067318,161.79385009407997,315.0429163660322,2520.3433309282577
232,ewm_expdecay7_act_intercept_rate_pastcov_lag-1,300.5299687385559,276.6967420578003,82.72174072265625,678.082879781723,249.55570098012686,456.43021726608276,149.98509883880615,313.42890691225017,2507.4312552980014
233,env_weather_temperature_2m_max_futcov_lag-2,180.20298635959625,252.0066294670105,523.0883066654205,227.25975912809372,217.76226078346372,647.7261028885841,124.0851822309196,310.30446107472693,2482.4356885978154
234,ewm_expdecay7_act_cyber_other_rus_pastcov_lag-1,153.29872131347656,512.3899524211884,186.18710660934448,297.9599256515503,535.2172017097473,242.8230677228421,235.00583562999964,308.9831158654498,2471.8649269235984
235,rolling_rsum14_14_com_verbal_conflict_bluesecondary_rus_pastcov_lag-1,263.7928009033203,329.08891797065735,18.706329822540283,958.7224842570722,328.6137421131134,100.31852246448398,154.42148888111115,307.6663266303284,2461.330613042627
236,env_weather_et0_fao_evapotranspiration_futcov_lag2,352.84252071380615,397.1826136764139,447.0439796447754,285.38682675361633,61.68584942817688,380.0214828401804,223.7115558385849,306.83926127079343,2454.7140901663474
237,rolling_rsum14_14_com_verbal_conflict_redsecondary_rus_pastcov_lag-1,49.401039123535156,325.83733540028334,181.62277867645025,263.3823022842407,172.37004470825195,487.446063041687,651.5281276702881,304.5125272721052,2436.1002181768417
238,ewm_ewma14_com_diplo_redsecondary_ua_pastcov_lag-1,29.03242195211351,446.73385228961706,224.40757563710213,304.4867069218308,254.7615966796875,290.92613983154297,572.1538848876953,303.2145968856556,2425.716775085245
239,ewm_expdecay7_fin_usd_rub_rate_pastcov_lag-1,331.70151963084936,271.53469018638134,554.8319687843323,402.4324281215668,143.67152047157288,258.2117156982422,153.96673196926713,302.3357964088874,2418.6863712710992
240,com_diplo_rus_ua_pastcov_lag-1,186.51455116271973,125.24227946996689,567.0709757804871,226.06970891356468,331.75168316066265,395.4556155204773,283.6573906764388,302.25174352633104,2418.0139482106483
241,env_weather_temperature_2m_max_futcov_lag5,350.0435170517303,95.18439865112305,156.63729333877563,557.4117450714111,326.9996815472841,311.78607499599457,312.99989318847656,301.5803719778279,2412.642975822623
242,rolling_rsum14_14_com_diplo_bluesecondary_ua_pastcov_lag-1,100.67541754245758,83.43888634443283,246.77235794067383,257.9205180108547,506.98355054855347,511.01703119277954,401.40274953842163,301.1729301597391,2409.383441277913
243,env_weather_temperature_2m_max_futcov_lag2,95.63608770468272,553.7243795357645,326.7273964881897,310.20980978012085,263.0599057106301,243.46877479553223,310.20079503394663,300.43244986412384,2403.4595989129907
244,rolling_rsum14_14_com_restrictive_rus_ua_pastcov_lag-1,223.96631050109863,573.814695391804,94.70123100280762,349.5523524880409,299.58959144353867,192.921502456069,364.66026302427053,299.88656375823274,2399.092510065862
245,env_weather_shortwave_radiation_sum_futcov_lag-1,486.39934968948364,256.434916973114,285.02293652296066,209.806631565094,329.4905716776848,195.37127596884966,331.726459980011,299.1788774824568,2393.4310198596545
246,env_k_max_futcov_lag-2,202.95320224761963,658.8988411426544,156.23719882965088,163.7865972518921,361.80680996295996,391.96464681625366,157.37061262130737,299.002558410334,2392.020467282672
247,rolling_rmean7_7_fin_usd_uah_rate_pastcov_lag-1,172.96809405088425,467.46208453178406,247.75775864720345,740.2922554016113,94.10050147771835,61.92903017997742,292.3002277724445,296.68713600880335,2373.497088070427
248,env_weather_precipitation_sum_futcov_lag1,425.17780151963234,122.46361155807972,605.5499465465546,196.8047022819519,202.66362756490707,328.94450891017914,191.20549201965332,296.1156700572797,2368.9253604582377
249,env_weather_pressure_msl_min_futcov_lag3,316.7720286846161,466.9528668522835,323.17842754535377,237.2374217272736,194.89837522804737,238.2999095916748,287.6005745746661,294.99137202913073,2359.930976233046
250,rolling_rmean7_7_com_verbal_conflict_bluesecondary_rus_pastcov_lag-1,192.76145124435425,110.72593635320663,154.1485080718994,203.8316159248352,365.5951148867607,187.07040905952454,828.133044719696,291.75229718003953,2334.0183774403163
251,ewm_expdecay7_acled_other_rus_disrupted_weapons_use_pastcov_lag-1,319.7602205276489,226.65091800689697,509.9927701354027,228.57326447963715,192.1620283126831,386.55605828762054,174.17282962799072,291.1240127682686,2328.9921021461487
252,env_weather_soil_moisture_0_to_100cm_mean_futcov_lag3,285.7472231388092,290.9277048110962,478.1870493888855,241.7449505329132,128.47029384970665,361.4366081133485,249.450995773077,290.8521179439766,2326.816943551813
253,ewm_ewma14_fin_ch_export_tajikistan_pastcov_lag-1,337.74313873052597,319.4460029602051,146.53568935394287,353.1271276473999,342.55296325683594,188.62639886327088,324.7681842446327,287.5427864366876,2300.342291493501
254,ewm_ewma14_com_aid_humanitarian_pastcov_lag-1,349.0664749145508,110.7798862978816,291.95942199230194,229.39650401938707,311.8591747289465,384.98728585243225,329.26674205064774,286.7593556937354,2294.0748455498833
255,rolling_rsum14_14_total_ru_area_km2_pastcov_lag-1,38.082996129989624,363.6812719157897,384.9047111272812,249.38024408370256,516.8974466323853,292.2235858440399,134.8414380196482,282.8588133932623,2262.8705071460986
256,env_weather_temperature_2m_min_futcov_lag0,452.6251130104065,298.4996890127659,127.43728777766228,274.32719671726227,258.7022190093994,407.3127115368843,153.5281273048604,281.7760491956059,2254.208393564847
257,env_k_max_futcov_lag5,397.9099336564541,452.2033190205693,150.17579889297485,308.4654290676117,209.79333019256592,51.049021855928004,385.5808525085449,279.31109788494985,2234.4887830795988
258,env_weather_precipitation_sum_futcov_lag2,166.21665000915527,163.50444984436035,182.88862661784515,696.5012554526329,218.98622131347656,242.2874402999878,260.95575028657913,275.905770546291,2207.246164370328
259,env_weather_soil_moisture_0_to_100cm_mean_futcov_lag2,404.72376999631524,463.70874655246735,156.16846990585327,146.80364347901195,329.098305888474,194.781753487885,222.3449893668294,273.94709695383375,2191.57677563067
260,ewm_expdecay7_com_diplo_redsecondary_rus_pastcov_lag-1,135.04490596055984,120.64801836013794,447.8704459667206,544.0665793418884,161.6863670265302,380.03941345214844,125.21817684173584,273.51055813567444,2188.0844650853955
261,com_verbal_conflict_bluesecondary_rus_pastcov_lag-1,180.81361961364746,289.3429961204529,204.41832304000854,135.62160850130022,301.55150032043457,293.63924860116094,498.17653632164,271.93769035980637,2175.501522878451
262,fin_usd_uah_rate_pastcov_lag-1,164.6436523348093,57.83455944061279,429.42731905169785,720.1937093734741,191.86956357955933,218.78851899504662,110.20109844207764,270.42263160246824,2163.381052819746
263,ewm_expdecay7_com_verbal_conflict_redsecondary_ua_pastcov_lag-1,201.91772864758968,387.05788746476173,347.1258354187012,200.82217168807983,249.07358932495117,181.5069932937622,324.87613536417484,270.3400487431458,2162.7203899451665
264,ewm_expdecay7_act_drone_infra_ua_residential_intent_pastcov_lag-1,194.51713174581528,333.00454646348953,413.46429467201233,267.97790542058647,155.52401641011238,335.8782021999359,188.76405542716384,269.8757360484451,2159.005888387561
265,env_weather_temperature_2m_min_futcov_lag2,484.46476697921753,164.8214087486267,406.6776478923857,269.26178289949894,136.36741468310356,291.16403129696846,133.60179843008518,269.4798358471266,2155.8386867770128
266,ewm_ewma14_com_ners_r3_pastcov_lag-1,193.93657502532005,165.33892107009888,374.7035188674927,155.77956026792526,284.8278734004125,571.4142227172852,136.29163014143705,268.8989002128531,2151.191201702825
267,rolling_rsum14_14_com_diplo_rus_ua_pastcov_lag-1,215.4552465081215,245.51645354740322,168.46940163895488,306.86951529979706,279.75849100062624,296.55396151542664,350.2227490413934,266.1208312216747,2128.9666497733974
268,ewm_expdecay7_com_logistic_redsecondary_rus_pastcov_lag-1,169.54869657289237,179.24518966674805,175.1842376291752,297.28061784245074,448.4353222846985,395.18794079869986,191.57117009162903,265.2075964123277,2121.6607712986215
269,com_verbal_conflict_redsecondary_rus_pastcov_lag-1,266.3950779438019,176.5297304391861,44.17365827038884,423.6292495727539,216.71740174293518,223.3798689842224,501.8108944147825,264.66226876686727,2117.298150134938
270,ewm_ewma14_total_ru_area_km2_pastcov_lag-1,379.8360390663147,292.62240171432495,443.2814612388611,220.47922004014254,96.1240005493164,47.4827299118042,366.0031289458275,263.68985449522734,2109.5188359618187
271,env_weather_temperature_2m_min_futcov_lag4,235.3459421992302,173.09397151507437,273.47045624256134,495.6677278280258,262.0097191333771,179.65693926811218,225.1418051123619,263.483794471249,2107.870355769992
