Feature,h1_gain,h2_gain,h3_gain,h4_gain,h5_gain,h6_gain,h7_gain,mean_gain
env_weather_wind_speed_10m_mean_futcov_lag1,256.6485095024109,346.7652072906494,307.22557163238525,121.76147747039795,102.78940010070801,134.30540370941162,212.22734117507935,211.67470155443465
env_weather_wind_speed_10m_max_futcov_lag6,105.4490294456482,299.4817271232605,128.86479949951172,172.5263385772705,309.11335039138794,387.49037742614746,67.17939949035645,210.0150031362261
ewm_ewma14_act_total_daily_strike_events_pastcov_lag-14,9.332070350646973,272.9184989929199,84.97369956970215,409.4008903503418,59.879698753356934,257.9668960571289,368.5332908630371,209.00072070530481
env_weather_wind_gusts_10m_max_futcov_lag4,254.38450813293457,107.1245322227478,169.48457193374634,260.72775077819824,385.1630811691284,104.24408149719238,175.6314697265625,208.10857078007288
ewm_expdecay7_dist_to_nearest_ru_km_pastcov_lag-1,0.0,660.0449981689453,781.219970703125,0.0,0.0,0.0,0.0,205.8949955531529
env_weather_cloud_cover_mean_futcov_lag-1,69.75490093231201,298.61324167251587,85.2240481376648,134.80550003051758,606.518892288208,121.16038942337036,120.67099857330322,205.2497101511274
env_weather_rain_sum_futcov_lag0,96.48478889465332,475.2311134338379,66.39458084106445,297.8668599128723,266.22433376312256,183.2897710800171,30.653030395507812,202.30635404586792
env_weather_wind_speed_10m_max_futcov_lag0,364.03571224212646,109.82350873947144,113.05552816390991,101.67515897750854,592.6596021652222,30.014569759368896,103.7046012878418,202.1383830479213
ewm_expdecay7_com_restrictive_redsecondary_bluesecondary_pastcov_lag-1,168.11130046844482,73.72220134735107,388.5346722602844,258.33659839630127,0.0,402.0405740737915,121.78860092163086,201.790563923972
env_weather_shortwave_radiation_sum_futcov_lag0,460.6237235069275,337.42250394821167,198.2790012359619,108.8741807937622,115.3802375793457,110.85966682434082,75.83490085601807,201.03917353493827
env_weather_cloud_cover_mean_futcov_lag2,117.05519962310791,309.33885431289673,149.0000991821289,280.2379379272461,291.32276344299316,115.74807119369507,138.37010097503662,200.1532895224435
rolling_rsum7_7_act_total_daily_strike_events_pastcov_lag-1,150.49260139465332,25.64389991760254,7.690430164337158,108.92500305175781,399.7677917480469,261.6287088394165,430.0081977844238,197.73666184289115
env_weather_wind_speed_10m_max_futcov_lag3,140.47470092773438,259.4842309951782,260.845139503479,145.68914127349854,179.3350567817688,104.10613870620728,291.2147717475891,197.30702570506506
ewm_ewma14_dist_x_clash_pastcov_lag-14,161.64646911621094,330.9549970626831,242.0745096206665,119.32107067108154,321.7204008102417,72.469651222229,120.37723159790039,195.50919001443046
env_weather_wind_speed_10m_mean_futcov_lag2,131.49028134346008,303.9070279598236,301.0524959564209,180.559956073761,85.79881811141968,97.6677017211914,258.52864694595337,194.14356115886144
env_weather_cloud_cover_mean_futcov_lag0,145.3181176185608,173.21093940734863,183.52484321594238,178.75660848617554,65.27426052093506,105.24490070343018,507.1660809516907,194.0708215577262
ewm_expdecay7_com_aid_financial_pastcov_lag-1,65.87730026245117,405.3755044937134,102.1867618560791,70.77468776702881,68.53130054473877,159.7142972946167,476.2089877128601,192.6669771330697
env_weather_wind_gusts_10m_mean_futcov_lag4,380.8207325935364,193.7302017211914,69.10220050811768,159.59866905212402,322.7032837867737,133.87493085861206,87.69400024414062,192.50343125207084
env_weather_pressure_msl_mean_futcov_lag6,136.07608842849731,141.24582195281982,110.03550243377686,209.60639762878418,333.77503538131714,174.55890083312988,241.90335273742676,192.45729991367884
ewm_ewma14_fin_usd_rub_rate_pastcov_lag-1,382.9501066207886,45.03499984741211,109.77789878845215,206.3893985748291,350.8743019104004,38.19300079345703,208.5648021697998,191.6835012435913
env_weather_precipitation_hours_futcov_lag1,86.49572086334229,285.3328013420105,180.68059921264648,72.8878984451294,90.87355995178223,205.4801959991455,412.1941547393799,190.56356150763375
env_weather_shortwave_radiation_sum_futcov_lag5,138.05655765533447,159.35706758499146,83.58996963500977,109.12085962295532,54.22569942474365,478.79347944259644,306.0563397407532,189.88571044376917
ewm_ewma14_dist_to_nearest_ru_km_pastcov_lag-14,386.9509029388428,49.44890213012695,596.9607009887695,71.17500305175781,88.6117000579834,63.93330001831055,70.89959716796875,189.71144376482283
ewm_expdecay7_acled_other_rus_disrupted_weapons_use_pastcov_lag-7,107.9225025177002,20.747900009155273,113.18249893188477,432.30710220336914,307.2799987792969,300.0547046661377,42.52279853820801,189.14535794939314
env_weather_soil_moisture_0_to_100cm_mean_futcov_lag1,428.1057376861572,55.81439971923828,224.69249820709229,6.316689968109131,31.17638063430786,122.41246271133423,454.80403757095337,189.04602949959892
env_weather_wind_gusts_10m_mean_futcov_lag2,246.25329780578613,181.93225240707397,231.31878852844238,115.4988112449646,71.07675075531006,100.6057596206665,372.3415231704712,188.43245479038782
env_weather_wind_speed_10m_max_futcov_lag4,379.61363792419434,27.506850719451904,218.34878158569336,276.26938676834106,150.39390802383423,148.86094760894775,116.93420028686523,188.27538755961828
ewm_expdecay7_act_cyber_other_nato_pastcov_lag-14,84.46649932861328,38.93303108215332,181.63985013961792,511.329402923584,316.8188009262085,152.9996976852417,29.949100494384766,188.0194832256862
ewm_expdecay7_com_aid_humanitarian_pastcov_lag-1,69.12311935424805,68.86689758300781,117.07179927825928,567.7277092933655,253.36359786987305,48.45240020751953,191.17185020446777,187.96819625582015
rolling_rsum14_14_act_total_daily_strike_events_pastcov_lag-14,29.959999084472656,0.0,0.0,367.4049072265625,381.78209590911865,204.01131057739258,332.052698135376,187.88728727613176
env_weather_wind_gusts_10m_mean_futcov_lag-1,286.195191860199,180.4565305709839,94.1462984085083,394.29293870925903,190.0872278213501,23.627629280090332,144.7162218093872,187.64600549425398
env_weather_wind_gusts_10m_mean_futcov_lag0,219.49861192703247,274.70241832733154,25.155810356140137,191.8927984237671,266.5064027309418,120.41620922088623,209.98715543746948,186.87991520336695
ewm_ewma14_fin_usd_uah_rate_pastcov_lag-14,100.47370147705078,111.10999870300293,45.196900367736816,25.94936990737915,265.2402038574219,280.54150009155273,474.5937042236328,186.1579112325396
env_weather_cloud_cover_mean_futcov_lag1,178.27364778518677,141.88463735580444,169.59314060211182,311.1295642852783,181.7846803665161,87.99145984649658,226.48369789123535,185.30583259037562
ewm_expdecay7_com_aid_humanitarian_pastcov_lag-7,0.0,179.36849975585938,108.70001888275146,15.94480037689209,111.78415012359619,247.4835605621338,626.6248106956482,184.27226291384017
env_weather_pressure_msl_max_futcov_lag-1,69.5488395690918,350.492488861084,114.7096996307373,18.69989013671875,81.22961950302124,221.77129077911377,428.96371126174927,183.63079139164515
env_weather_cloud_cover_mean_futcov_lag6,74.79743957519531,54.577900886535645,291.40836906433105,212.14785861968994,253.61540412902832,227.5074577331543,164.52148294448853,182.65370185034615
env_weather_wind_speed_10m_mean_futcov_lag3,250.9220485687256,311.1937017440796,356.21604084968567,180.22592544555664,55.05988931655884,111.2880506515503,6.818640232086182,181.67489954403467
env_weather_wind_speed_10m_mean_futcov_lag-2,138.9746289253235,124.05054950714111,243.07889652252197,176.26017951965332,133.3149275779724,282.2201704978943,172.4947395324707,181.4848702975682
ewm_expdecay7_com_restrictive_rus_ua_pastcov_lag-1,185.50804805755615,0.0,581.0232009887695,11.354100227355957,65.17180252075195,17.252199172973633,409.4917550086975,181.4001579965864
env_weather_precipitation_hours_futcov_lag0,476.14159297943115,136.48279571533203,82.31699848175049,16.21500015258789,302.5043067932129,196.034930229187,51.08278131484985,180.11120080947876
env_weather_precipitation_hours_futcov_lag-1,105.74198627471924,81.97129821777344,165.22239303588867,320.0735893249512,367.1919860839844,28.18919038772583,182.23949766159058,178.66142014094763
env_weather_sunshine_duration_futcov_lag3,69.037109375,141.7572684288025,275.24890518188477,457.831093788147,79.98869895935059,94.2911605834961,131.91258192062378,178.58097403390067
ewm_expdecay7_acled_other_rus_shelling_artillery_missile_attack_pastcov_lag-7,201.15352821350098,105.67209005355835,215.92819786071777,155.46399021148682,64.86779975891113,114.03562021255493,389.5599670410156,178.09731333596366
env_weather_sunshine_duration_futcov_lag5,109.59037113189697,305.33920669555664,163.3129358291626,94.36055946350098,188.20429944992065,354.0689277648926,30.79439926147461,177.95295708520072
rolling_rsum14_14_dist_to_nearest_ru_km_pastcov_lag-14,617.9191627502441,40.891300201416016,43.46630096435547,109.75970363616943,111.94214153289795,161.34377002716064,156.83903789520264,177.45163100106376
ewm_ewma14_com_diplo_bluesecondary_rus_pastcov_lag-7,0.0,128.35840129852295,65.74810028076172,35.06269931793213,236.38399982452393,486.40568923950195,288.57249450683594,177.2187692097255
ewm_expdecay7_act_total_damage_events_pastcov_lag-1,124.45285987854004,276.8853225708008,33.141040325164795,309.79360580444336,21.392900466918945,373.67660427093506,95.4292984008789,176.39594738824027
ewm_expdecay7_act_cyber_other_nato_pastcov_lag-7,72.50809955596924,301.79788970947266,39.02870178222656,83.23750114440918,262.72375106811523,154.33400344848633,311.61169719696045,175.03452055794853
ewm_ewma14_com_aid_humanitarian_pastcov_lag-7,138.04020309448242,153.71862268447876,399.7762966156006,77.55405807495117,133.03929901123047,245.07879829406738,72.97760009765625,174.31212541035242
ewm_expdecay7_act_total_daily_strike_events_pastcov_lag-14,134.5489959716797,222.36559772491455,262.5551052093506,269.8363046646118,118.55681085586548,62.0011510848999,142.7628984451294,173.2324091366359
ewm_expdecay7_com_escalationsignal_redsecondary_ua_pastcov_lag-14,451.4322929382324,100.77091217041016,296.7692127227783,153.5663022994995,52.638399600982666,128.03920364379883,23.250999450683594,172.35247468948364
ewm_expdecay7_act_drone_strike_on_rus_in_rus_nofpv_pastcov_lag-1,445.5558614730835,112.14720344543457,97.35702896118164,0.0,246.03530597686768,199.89659881591797,101.84139728546143,171.83334227970667
env_weather_shortwave_radiation_sum_futcov_lag4,316.4829225540161,60.70278072357178,35.90968990325928,287.67277097702026,327.48052310943604,79.25733947753906,81.09848022460938,169.80064385277885
rolling_rsum14_14_act_drone_strike_on_rus_in_rus_nofpv_pastcov_lag-7,0.0,46.82429885864258,37.85340118408203,123.42520141601562,297.0887966156006,516.1789932250977,153.27999877929688,167.80724143981934
env_weather_pressure_msl_mean_futcov_lag-1,96.2087893486023,78.46199989318848,325.82236909866333,334.30054569244385,99.00947999954224,92.23945808410645,148.07586860656738,167.73121581758772
env_weather_cloud_cover_mean_futcov_lag-2,159.98870086669922,47.72261047363281,255.17420291900635,201.88776302337646,421.46670055389404,39.74919891357422,43.40590000152588,167.05643953595842
ewm_expdecay7_act_drone_strike_on_rus_in_rus_nofpv_pastcov_lag-14,140.122802734375,177.42949867248535,388.21311378479004,146.62772274017334,19.1884503364563,192.7370409965515,87.6195011138916,164.5625900541033
env_weather_pressure_msl_mean_futcov_lag5,188.10840702056885,117.09829998016357,135.5054907798767,200.9272003173828,60.68460178375244,335.39799880981445,113.16633892059326,164.41261965887887
rolling_rsum7_7_act_total_daily_strike_events_pastcov_lag-7,728.360867023468,21.20669937133789,372.9739990234375,0.0,28.29290008544922,0.0,0.0,164.40492364338465
env_weather_cloud_cover_mean_futcov_lag4,287.72618675231934,100.51797914505005,177.14513969421387,94.92895889282227,272.77172231674194,29.9266996383667,185.24919509887695,164.037983076913
env_weather_wind_speed_10m_max_futcov_lag2,96.71952056884766,242.3571605682373,249.51716899871826,60.573699951171875,114.0326099395752,149.74508905410767,231.73010063171387,163.52504995891027
env_weather_pressure_msl_mean_futcov_lag4,232.7273988723755,368.39885234832764,229.02038049697876,9.765689849853516,236.84356594085693,44.22319984436035,14.558699607849121,162.21968385151453
total_ru_area_km2_pastcov_lag-1,612.0539016723633,113.2340030670166,141.4627799987793,127.08700180053711,14.419400215148926,64.25480079650879,60.489020347595215,161.8572725568499
ewm_expdecay7_fin_usd_uah_rate_pastcov_lag-1,251.029559135437,30.24880027770996,268.49791145324707,373.7789993286133,0.0,101.8148741722107,101.4430980682373,160.9733203479222
rolling_rsum7_7_com_restrictive_redsecondary_bluesecondary_pastcov_lag-14,8.211700439453125,355.93499755859375,32.99319839477539,298.9375991821289,307.25089263916016,87.04540252685547,24.371000289916992,159.24925586155481
env_weather_rain_sum_futcov_lag-1,481.50875902175903,43.652499198913574,187.28801107406616,173.59899616241455,40.51704978942871,100.91770076751709,85.05751991271973,158.93436227525984
ewm_expdecay7_com_escalationsignal_redsecondary_ua_pastcov_lag-7,246.3967990875244,40.60460090637207,49.548601150512695,108.68729972839355,231.1751012802124,309.2722587585449,126.16359901428223,158.83546570369177
env_weather_soil_moisture_0_to_100cm_mean_futcov_lag-1,45.42890977859497,86.76810836791992,91.86626100540161,72.26847171783447,721.7251052856445,33.48750019073486,59.734910011291504,158.75418090820312
env_weather_et0_fao_evapotranspiration_futcov_lag6,46.82868957519531,90.53071022033691,125.08150291442871,234.03683233261108,99.23649978637695,283.55957889556885,229.5664119720459,158.40574652808053
env_weather_wind_speed_10m_max_futcov_lag1,117.49381065368652,140.7538709640503,230.89797019958496,70.29298114776611,83.19783210754395,352.4258074760437,112.70490217208862,158.25245353153772
