Feature,h1_gain,h2_gain,h3_gain,h4_gain,h5_gain,h6_gain,h7_gain,mean_gain
ewm_expdecay7_com_diplo_bluesecondary_ua_pastcov_lag-7,110.02608871459961,309.11169624328613,23.103310585021973,61.1668004989624,94.08156967163086,22.134309768676758,106.8153018951416,103.77701105390277
env_weather_cloud_cover_min_futcov_lag5,0.0,108.63039970397949,36.175169944763184,78.59860229492188,202.22192239761353,136.16109943389893,163.83239841461182,103.6599417413984
ewm_ewma14_act_drone_infra_ua_energy_intent_pastcov_lag-14,45.29244041442871,50.69983100891113,89.70452976226807,74.55710029602051,67.55899858474731,224.09792041778564,173.62649154663086,103.64818743297032
env_weather_pressure_msl_mean_futcov_lag2,209.02508974075317,81.34945917129517,141.87317991256714,37.88850021362305,35.10450077056885,115.47600936889648,101.6704614162445,103.1981715134212
rolling_rmean28_28_acled_other_rus_armed_clash_pastcov_lag-14,251.86800384521484,0.0,352.1300048828125,31.835700035095215,30.2131404876709,51.78719997406006,0.0,102.54772131783622
env_weather_temperature_2m_max_futcov_lag-1,45.91930103302002,121.57475090026855,294.590003490448,151.16184043884277,25.919300079345703,19.446199417114258,55.97310161590576,102.0834995678493
rolling_rsum7_7_acled_other_rus_shelling_artillery_missile_attack_pastcov_lag-1,297.09849786758423,86.55825996398926,79.18646001815796,91.96881008148193,14.706739902496338,95.23480033874512,46.182881355285645,101.56234993253436
ewm_expdecay7_com_diplo_rus_ua_pastcov_lag-14,10.417200088500977,53.89360237121582,71.31951904296875,20.486099243164062,258.3985023498535,118.30620002746582,171.68040084838867,100.64307485307965
ewm_expdecay7_com_restrictive_bluesecondary_rus_pastcov_lag-1,228.77790069580078,25.650800704956055,110.87740325927734,39.27579879760742,142.5581226348877,43.3164005279541,113.94169998168945,100.6283038003104
ewm_expdecay7_act_total_daily_strike_events_pastcov_lag-1,31.706300735473633,16.206850051879883,63.81949806213379,100.87819957733154,377.91947889328003,62.5856990814209,49.78030014038086,100.41376093455723
env_weather_precipitation_sum_futcov_lag3,110.02717733383179,45.12899971008301,40.16580009460449,173.00280380249023,197.10599899291992,57.234639167785645,77.99001979827881,100.09363412857056
rolling_rsum7_7_com_logistic_redsecondary_rus_pastcov_lag-14,17.019100189208984,297.5870056152344,217.3916940689087,66.12740325927734,42.332298278808594,0.0,60.19129943847656,100.09268583570208
ewm_ewma14_com_ners_r8_pastcov_lag-14,88.74740219116211,141.9656000137329,62.173728942871094,280.53198289871216,29.505199432373047,0.0,97.34620189666748,100.0385879107884
rolling_rsum7_7_act_cyber_other_nato_pastcov_lag-7,81.6513032913208,12.37090015411377,55.138099670410156,0.0,242.4871950149536,305.99510383605957,0.0,99.66322885240827
ewm_expdecay7_com_verbal_conflict_redsecondary_ua_pastcov_lag-7,204.9182014465332,104.77070045471191,120.69421100616455,176.1620044708252,25.85145902633667,23.415499687194824,40.41900062561035,99.46158238819667
env_weather_temperature_2m_mean_futcov_lag3,36.394511222839355,41.50570011138916,130.1450023651123,342.852502822876,66.65380096435547,0.0,77.04350090026855,99.22785976954869
env_k_max_futcov_lag-2,69.16580104827881,507.9284133911133,27.621728897094727,0.0,0.0,87.73649978637695,0.0,98.92177758898053
ewm_ewma14_com_aid_military_pastcov_lag-1,52.963199615478516,84.81400108337402,63.26399803161621,101.82635974884033,0.0,242.81769847869873,142.65750312805176,98.33468001229423
env_weather_temperature_2m_min_futcov_lag-2,104.70872735977173,96.65566635131836,46.09031009674072,86.46249866485596,94.9838318824768,131.8878207206726,125.97357654571533,98.1089188030788
ewm_expdecay7_fin_usd_uah_rate_pastcov_lag-14,82.80379962921143,184.90569686889648,79.08181953430176,36.508399963378906,140.28485774993896,25.71179962158203,137.341796875,98.0911671774728
ewm_expdecay7_fin_ch_export_russia_pastcov_lag-14,0.0,329.6189880371094,338.5589904785156,0.0,16.717500686645508,0.0,0.0,97.84221131461007
ewm_expdecay7_act_confirmed_destroyed_pastcov_lag-14,0.0,17.841849327087402,418.59489250183105,32.47285079956055,131.3542022705078,82.09270095825195,0.0,97.47949940817696
rolling_rsum7_7_com_diplo_bluesecondary_ua_pastcov_lag-7,85.93334102630615,78.18683862686157,68.49080181121826,152.6740016937256,122.481201171875,170.59947299957275,0.0,96.90937961850848
rolling_rmean28_28_act_total_daily_strike_events_pastcov_lag-7,161.90090084075928,279.1697082519531,84.29030227661133,43.468000411987305,0.0,12.78600025177002,96.60519790649414,96.88858713422503
rolling_rsum14_14_dist_to_nearest_ru_km_pastcov_lag-1,21.629100799560547,24.60689926147461,0.0,0.0,0.0,0.0,628.155029296875,96.3415756225586
ewm_expdecay7_com_diplo_redsecondary_rus_pastcov_lag-14,49.295799255371094,53.03690147399902,153.73300170898438,353.2070007324219,28.277050018310547,13.60319995880127,22.398799896240234,96.22167900630406
ewm_ewma14_acled_other_rus_disrupted_weapons_use_pastcov_lag-7,45.39119815826416,26.66214942932129,50.57018995285034,307.04989433288574,40.13649940490723,161.04450225830078,42.013099670410156,96.1239333152771
rolling_rsum14_14_acled_other_rus_shelling_artillery_missile_attack_pastcov_lag-1,55.98186016082764,476.59799671173096,13.09060001373291,18.883899688720703,23.211899757385254,54.28252029418945,30.28380012512207,96.04751096452985
env_weather_temperature_2m_min_futcov_lag5,120.7451000213623,80.11167049407959,14.997300148010254,34.61867904663086,278.33662843704224,53.31748962402344,89.18709993362427,95.90199538639614
ewm_expdecay7_com_aid_military_pastcov_lag-1,71.47830009460449,97.44024753570557,50.96549987792969,113.66439723968506,110.01680183410645,123.97309875488281,102.78554058074951,95.76055513109479
ewm_expdecay7_acled_other_ua_shelling_artillery_missile_attack_pastcov_lag-14,42.14469909667969,55.610599994659424,83.80890083312988,174.34550285339355,69.08011054992676,203.75991916656494,40.86241006851196,95.6588775089809
env_k_max_futcov_lag3,98.62100219726562,9.295000076293945,15.017900466918945,0.0,120.61689949035645,56.72569942474365,369.2955951690674,95.65315668923515
ewm_expdecay7_act_cyber_rus_nato_pastcov_lag-1,30.80679988861084,142.9208116531372,203.31944179534912,0.0,30.786800384521484,146.03324127197266,115.67149829864502,95.64837047031948
env_weather_cloud_cover_max_futcov_lag-1,45.84339904785156,68.25117111206055,105.63839912414551,64.7233018875122,0.0,326.7569942474365,57.440399169921875,95.52195208413261
env_weather_soil_moisture_0_to_100cm_mean_futcov_lag0,13.13070011138916,34.43709945678711,40.55957889556885,109.27557945251465,44.87820053100586,397.1381902694702,28.653698921203613,95.43900680541992
com_diplo_rus_ua_pastcov_lag-1,50.90879821777344,119.52420234680176,266.0292978286743,18.211299896240234,42.976399421691895,75.37730026245117,94.59219741821289,95.37421362740653
ewm_expdecay7_act_cyber_rus_ua_pastcov_lag-7,47.882601737976074,64.93319702148438,30.567699432373047,168.80563068389893,219.69579792022705,126.47850036621094,8.633099555969238,95.28521810259137
ewm_expdecay7_com_diplo_bluesecondary_ua_pastcov_lag-1,147.89579677581787,223.67110061645508,12.916500091552734,37.74230098724365,134.1657009124756,34.69169998168945,75.72210025787354,95.25788566044399
rolling_rsum7_7_com_escalationsignal_bluesecondary_rus_pastcov_lag-7,226.4550018310547,333.01459217071533,58.186100006103516,0.0,0.0,49.05408048629761,0.0,95.2442534991673
ewm_ewma14_acled_other_rus_armed_clash_pastcov_lag-1,20.943700790405273,234.82550239562988,79.07080078125,224.4038028717041,0.0,19.146900177001953,85.37889862060547,94.82422937665667
com_restrictive_bluesecondary_rus_pastcov_lag-1,124.70140171051025,171.27280807495117,20.888599395751953,14.208800315856934,128.41649961471558,194.20929718017578,9.745650291442871,94.77757951191494
rolling_rsum14_14_dist_x_clash_pastcov_lag-14,7.854249954223633,53.797401428222656,20.705750465393066,58.40689945220947,339.44563484191895,152.0030117034912,29.29740047454834,94.50147833142962
ewm_expdecay7_act_intercept_rate_pastcov_lag-14,105.89779853820801,115.21420192718506,97.02100086212158,53.108150482177734,127.36429786682129,68.90745830535889,91.90879917144775,94.2031010219029
ewm_ewma14_com_verbal_conflict_bluesecondary_rus_pastcov_lag-1,0.0,0.0,0.0,96.80981636047363,305.7891993522644,97.64939880371094,156.0419979095459,93.75577320371356
ewm_expdecay7_com_diplo_redsecondary_rus_pastcov_lag-1,28.877680778503418,233.63504838943481,215.551100730896,31.361799240112305,33.02109909057617,112.25589752197266,0.0,93.52894653592791
env_weather_temperature_2m_min_futcov_lag-1,125.31811904907227,47.851698875427246,99.95079898834229,122.09998941421509,113.47790050506592,8.319689750671387,136.83905839920044,93.40817928314209
env_weather_pressure_msl_mean_futcov_lag0,209.0927963256836,88.36708974838257,53.370240211486816,100.79739046096802,29.82537031173706,107.99420070648193,62.16265869140625,93.08710663659232
env_weather_snowfall_sum_futcov_lag3,8.796469688415527,146.70779991149902,61.445600509643555,181.50386333465576,92.05500030517578,112.01896953582764,48.76540184020996,93.04187216077533
rolling_rsum14_14_acled_other_rus_armed_clash_pastcov_lag-1,0.0,0.0,0.0,215.1945161819458,236.38140296936035,152.89050483703613,46.55050086975098,93.00241783687046
rolling_rmean28_28_dist_x_clash_pastcov_lag-1,0.0,59.92491054534912,172.87229919433594,319.61800813674927,43.9834098815918,54.43090057373047,0.0,92.97564690453666
ewm_expdecay7_com_verbal_conflict_redsecondary_rus_pastcov_lag-14,100.4128999710083,70.71289825439453,49.11760139465332,8.014220237731934,42.10824966430664,109.12799835205078,269.52085971832275,92.7163896560669
ewm_ewma14_act_ua_specialmilitaryoperation_pastcov_lag-14,9.158920288085938,111.00166034698486,85.5458984375,113.51410102844238,56.1599006652832,197.6201000213623,74.65525960922241,92.52226291384015
env_weather_temperature_2m_min_futcov_lag3,130.3896026611328,237.51821374893188,124.43210220336914,25.245200157165527,81.62827062606812,0.0,46.54802989959717,92.2516313280378
env_weather_shortwave_radiation_sum_futcov_lag-1,101.03494691848755,129.69369888305664,13.775699615478516,37.58258008956909,82.86793088912964,76.8971996307373,200.56085872650146,91.77327353613717
ewm_ewma14_com_ners_w1_pastcov_lag-7,0.0,0.0,0.0,0.0,334.10939025878906,292.66400146484375,15.151200294494629,91.70351314544678
rolling_rmean28_28_com_diplo_bluesecondary_rus_pastcov_lag-7,0.0,17.898200511932373,315.9230041503906,290.3625946044922,0.0,0.0,17.57349967956543,91.67961413519723
env_weather_temperature_2m_max_futcov_lag3,35.41064929962158,44.173800468444824,75.35179996490479,122.87254238128662,59.06737041473389,92.60029983520508,210.72999668121338,91.45806557791573
rolling_rsum7_7_com_verbal_conflict_bluesecondary_rus_pastcov_lag-7,38.33810043334961,23.786999702453613,152.96979808807373,69.22699737548828,201.58017873764038,130.97500038146973,19.534299850463867,90.9159106527056
rolling_rsum14_14_com_verbal_conflict_rus_ua_pastcov_lag-1,0.0,6.559850215911865,71.89270114898682,46.23569869995117,68.0900993347168,230.29669570922852,211.5531997680664,90.66117783955166
env_weather_snowfall_sum_futcov_lag5,11.319499969482422,0.0,0.0,144.66223335266113,137.69833040237427,202.29834985733032,135.34118938446045,90.18851470947266
ewm_ewma14_act_total_damage_events_pastcov_lag-1,53.09370040893555,60.48150062561035,43.81220054626465,56.253700256347656,381.67190074920654,12.425200462341309,14.98289966583252,88.96015753064837
env_weather_precipitation_hours_futcov_lag3,61.48856973648071,216.91238355636597,47.002750396728516,152.73309803009033,86.70560073852539,15.962599754333496,38.861130714416504,88.52373327527728
env_weather_shortwave_radiation_sum_futcov_lag-2,162.66638374328613,22.67552089691162,170.84793853759766,61.859700202941895,60.01003932952881,94.79947137832642,43.06745910644531,87.98950188500541
ewm_expdecay7_com_restrictive_redsecondary_bluesecondary_pastcov_lag-14,50.390949726104736,98.0464916229248,244.74714612960815,67.71122980117798,92.35490036010742,24.31760025024414,37.988640785217285,87.93670838219779
rolling_rsum7_7_act_confirmed_destroyed_pastcov_lag-7,0.0,438.5494976043701,61.75760078430176,56.33290100097656,30.98900032043457,0.0,27.47760009765625,87.87237140110561
ewm_expdecay7_act_intercept_rate_pastcov_lag-1,96.39270114898682,104.97420024871826,62.30590057373047,93.93294048309326,66.66290187835693,55.84629154205322,131.28070259094238,87.34223406655448
ewm_ewma14_act_cyber_other_rus_pastcov_lag-14,265.2126998901367,37.02220153808594,22.45009994506836,121.70009803771973,0.0,52.24009895324707,111.79999923706055,87.2035996573312
rolling_rsum7_7_acled_other_rus_armed_clash_pastcov_lag-14,219.6149024963379,29.819900512695312,105.21740341186523,97.17790222167969,127.02759552001953,28.800600051879883,0.0,86.80832917349679
ewm_ewma14_com_ners_r1_pastcov_lag-1,48.28020095825195,359.97227478027344,0.0,24.297000885009766,70.66130065917969,70.365309715271,33.0201997756958,86.65661239624023
rolling_rsum7_7_com_logistic_redsecondary_rus_pastcov_lag-7,28.86199951171875,64.35935115814209,18.34830093383789,83.94517135620117,181.49029922485352,224.74641132354736,0.0,85.96450478690011
rolling_rsum14_14_com_logistic_redsecondary_rus_pastcov_lag-14,159.2855987548828,0.0,80.4099006652832,38.57473087310791,0.0,196.83040618896484,125.62349700927734,85.81773335593087
env_weather_cloud_cover_min_futcov_lag2,111.35750770568848,65.41810035705566,141.8244228363037,97.64708995819092,66.23469924926758,68.27904891967773,43.16849994659424,84.84705271039691
ewm_ewma14_act_drone_infra_ua_energy_intent_pastcov_lag-1,67.33000183105469,336.53260231018066,67.85559892654419,9.58413028717041,28.035399436950684,53.910301208496094,29.498000144958496,84.6780048779079
ewm_expdecay7_com_restrictive_bluesecondary_rus_pastcov_lag-14,145.2949981689453,12.01159954071045,89.23537158966064,117.60109901428223,50.212799072265625,59.86460018157959,116.57479858398438,84.39932373591832
ewm_expdecay7_com_ners_r6_pastcov_lag-7,141.60750102996826,20.890600204467773,6.876870155334473,38.117801666259766,230.39540576934814,26.366050720214844,125.3433084487915,84.22821971348354
env_weather_pressure_msl_mean_futcov_lag1,92.53773975372314,129.7239007949829,32.194000244140625,82.55179977416992,119.40150260925293,26.34707021713257,104.98590850830078,83.96313170024327
ewm_expdecay7_com_verbal_conflict_bluesecondary_rus_pastcov_lag-1,53.88469886779785,94.89920043945312,74.99029922485352,0.0,36.85739994049072,72.8764009475708,252.72819089889526,83.74802718843732
env_weather_cloud_cover_min_futcov_lag1,248.6985034942627,61.16800117492676,105.43330192565918,0.0,30.125099182128906,128.58549880981445,10.6766996383667,83.52672917502267
com_escalationsignal_redsecondary_ua_pastcov_lag-7,38.36410140991211,32.47079849243164,14.664299964904785,0.0,364.9473867416382,0.0,133.7306809425354,83.45389536448887
env_weather_snowfall_sum_futcov_lag0,164.22986888885498,99.06100082397461,122.87510061264038,88.71040344238281,39.08869981765747,37.415000915527344,32.67881965637207,83.43698487962995
env_weather_soil_moisture_0_to_100cm_mean_futcov_lag5,42.357601165771484,106.9179220199585,0.0,127.97013282775879,88.66810750961304,94.83750057220459,122.19779968261719,83.27843768256051
ewm_ewma14_com_ners_w8_pastcov_lag-14,62.72669982910156,175.47900390625,78.98300170898438,0.0,261.9968948364258,0.0,0.0,82.74080004010882
ewm_expdecay7_com_diplo_bluesecondary_rus_pastcov_lag-14,183.0556983947754,32.2057991027832,42.84160041809082,68.47721195220947,33.67587995529175,49.156700134277344,169.73190307617188,82.7349704333714
rolling_rsum7_7_com_verbal_conflict_rus_ua_pastcov_lag-1,0.0,0.0,74.51539897918701,144.70060348510742,64.89459991455078,123.6712007522583,169.40850067138672,82.45575768607003
env_weather_precipitation_hours_futcov_lag4,235.7693977355957,36.190500259399414,17.47640037536621,49.3981990814209,71.41963958740234,110.36590194702148,55.96749973297119,82.3696483884539
env_weather_temperature_2m_max_futcov_lag0,11.996800422668457,62.26580047607422,16.24959945678711,308.7706961631775,75.80721950531006,19.197630405426025,81.98230075836182,82.32429245540074
com_escalationsignal_rus_ua_pastcov_lag-1,292.3759059906006,26.300800323486328,140.3311071395874,70.54192924499512,6.789209842681885,9.33806037902832,28.437880516052246,82.0164133480617
env_k_max_futcov_lag2,38.699501037597656,21.20301914215088,57.04969787597656,99.77239179611206,156.27870082855225,126.50299835205078,74.244309425354,81.96437406539917
ewm_ewma14_com_aid_humanitarian_pastcov_lag-14,48.93949890136719,35.50510025024414,88.90420055389404,248.3720932006836,133.40789985656738,13.972800254821777,0.0,81.30022757393974
ewm_ewma14_act_cyber_rus_ua_pastcov_lag-7,41.214499950408936,9.550519943237305,69.50039863586426,64.17849922180176,131.34970092773438,204.94319915771484,47.381900787353516,81.15981694630214
ewm_expdecay7_com_restrictive_rus_ua_pastcov_lag-7,0.0,75.33769989013672,152.70440101623535,131.16130447387695,162.29720306396484,43.99810028076172,0.0,80.78552981785366
rolling_rmean28_28_dist_to_nearest_contested_km_pastcov_lag-14,0.0,183.029616355896,174.02259826660156,61.82830238342285,83.08650207519531,36.872798919677734,24.92265033721924,80.53749547685895
ewm_ewma14_com_logistic_redsecondary_rus_pastcov_lag-7,334.84949493408203,65.04999923706055,82.96260070800781,0.0,0.0,53.63840103149414,26.43167018890381,80.41888087136405
com_verbal_conflict_bluesecondary_rus_pastcov_lag-1,165.5634002685547,43.12409973144531,0.0,0.0,97.29530143737793,20.462400436401367,235.7476043701172,80.31325803484235
fin_usd_uah_rate_pastcov_lag-1,58.319400787353516,27.91330051422119,108.4623031616211,15.343899726867676,82.98680114746094,180.59320068359375,87.30979919433594,80.1326721736363
rolling_rsum7_7_com_diplo_rus_ua_pastcov_lag-14,0.0,0.0,0.0,240.6139907836914,61.70869827270508,154.0756015777588,101.77789878845215,79.73945563180106
com_diplo_rus_ua_pastcov_lag-7,37.93090057373047,14.724900245666504,223.540997505188,16.61775016784668,185.93522930145264,75.24870109558105,0.0,79.14263984135219
rolling_rsum14_14_com_diplo_rus_ua_pastcov_lag-1,0.0,0.0,355.450403213501,12.616299629211426,29.55769920349121,0.0,153.25450134277344,78.6969861984253
fin_usd_rub_rate_pastcov_lag-7,0.0,0.0,235.8655071258545,0.0,110.16549777984619,157.49900150299072,45.278900146484375,78.40127236502511
ewm_ewma14_act_drone_infra_ua_residential_unintent_pastcov_lag-7,102.89173936843872,0.0,37.1830997467041,102.78600025177002,174.5228977203369,68.08150100708008,63.273399353027344,78.39123392105103
env_weather_precipitation_hours_futcov_lag-2,14.363200187683105,29.807100296020508,43.3855299949646,287.226806640625,0.0,126.10340118408203,44.87004089355469,77.96515417098999
rolling_rsum7_7_act_intercept_rate_pastcov_lag-1,54.025779724121094,40.52130126953125,126.53506374359131,55.26470184326172,113.68099975585938,0.0,155.64169597625732,77.952791758946
rolling_rsum7_7_com_verbal_conflict_redsecondary_ua_pastcov_lag-1,100.31040000915527,32.58539962768555,0.0,0.0,0.0,0.0,411.2805995941162,77.73948560442243
rolling_rsum14_14_com_logistic_redsecondary_rus_pastcov_lag-7,47.992801666259766,38.53339958190918,0.0,52.02849769592285,94.12029838562012,127.89149856567383,183.12129974365234,77.66968509129116
ewm_expdecay7_com_restrictive_redsecondary_bluesecondary_pastcov_lag-7,12.73799991607666,10.969099998474121,151.4693021774292,82.03910064697266,171.7101058959961,78.96180057525635,35.46179962158203,77.62131554739815
com_diplo_redsecondary_rus_pastcov_lag-14,16.075199127197266,54.70859909057617,275.7049026489258,24.2849702835083,47.53459930419922,59.369680404663086,64.59989881515503,77.46826423917499
rolling_rsum14_14_act_drone_strike_on_rus_in_rus_nofpv_pastcov_lag-14,0.0,223.7597999572754,210.25729370117188,0.0,0.0,74.95989990234375,31.806299209594727,77.25475611005511
ewm_expdecay7_acled_other_rus_armed_clash_pastcov_lag-7,26.66900062561035,19.159640312194824,46.20529079437256,169.95580101013184,80.32159900665283,63.37869739532471,134.8153429031372,77.21505314963204
rolling_rsum7_7_com_verbal_conflict_redsecondary_rus_pastcov_lag-14,27.913599967956543,0.0,0.0,34.44169998168945,91.84140110015869,23.08530044555664,357.01529693603516,76.3281854901995
ewm_expdecay7_com_verbal_conflict_rus_ua_pastcov_lag-1,71.26007843017578,166.9023265838623,63.088199615478516,57.82390022277832,10.320500373840332,38.99169921875,124.5658826828003,76.13608387538365
com_restrictive_rus_ua_pastcov_lag-14,47.41960144042969,263.4620580673218,15.098099708557129,100.18900108337402,101.61000061035156,0.0,0.0,75.39696584429059
ewm_expdecay7_act_cyber_other_ua_pastcov_lag-14,129.31520080566406,0.0,132.09239959716797,15.597999572753906,126.51070022583008,0.0,123.83920097351074,75.33650016784668
ewm_expdecay7_com_logistic_redsecondary_rus_pastcov_lag-14,38.802799224853516,58.60369873046875,118.51849174499512,20.91360092163086,0.0,227.25580024719238,62.478697776794434,75.22472694941929
ewm_ewma14_dist_x_clash_pastcov_lag-1,112.40039730072021,139.61598110198975,19.461200714111328,16.917299270629883,119.76149940490723,49.551300048828125,67.24210166931152,74.99282564435687
env_weather_temperature_2m_min_futcov_lag1,91.70929908752441,8.037420272827148,194.3242769241333,39.2648286819458,8.584480285644531,36.26681995391846,145.72089862823486,74.84400340488979
ewm_ewma14_com_verbal_conflict_redsecondary_rus_pastcov_lag-7,133.1707000732422,0.0,41.46529960632324,31.744799613952637,287.3529968261719,29.460899353027344,0.0,74.74209935324532
env_weather_cloud_cover_max_futcov_lag4,27.810100555419922,11.462200164794922,153.93170070648193,0.0,19.54199981689453,42.99080944061279,266.34861755371094,74.58363260541644
ewm_ewma14_com_ners_r8_pastcov_lag-7,37.49079895019531,27.410799980163574,27.117019653320312,45.15530014038086,35.867000579833984,0.0,347.1926794052124,74.31908552987235
ewm_expdecay7_act_drone_strike_on_rus_in_rus_nofpv_pastcov_lag-7,101.15469932556152,20.159489631652832,166.98029613494873,0.0,0.0,116.09350204467773,115.30770015716553,74.24224104200091
ewm_expdecay7_acled_other_ua_shelling_artillery_missile_attack_pastcov_lag-7,94.018798828125,23.20444965362549,65.35979080200195,66.00010013580322,156.8283290863037,0.0,113.84610748291016,74.17965371268136
com_restrictive_rus_ua_pastcov_lag-1,0.0,0.0,177.3290023803711,248.6147918701172,17.91360092163086,34.282280921936035,39.333468437194824,73.92473493303571
rolling_rsum14_14_dist_to_nearest_contested_km_pastcov_lag-14,0.0,94.51230049133301,222.46100044250488,92.21500396728516,57.24980163574219,18.45439910888672,32.40180015563965,73.89918654305595
ewm_expdecay7_act_total_damage_events_pastcov_lag-14,24.912599563598633,45.45909881591797,0.0,55.41143035888672,127.17975902557373,197.1826934814453,66.49940013885498,73.80642591203961
ewm_expdecay7_act_cyber_rus_other_pastcov_lag-7,0.0,182.2140998840332,75.06959915161133,80.91690063476562,123.71135807037354,54.71260070800781,0.0,73.80350834982735
env_weather_snowfall_sum_futcov_lag4,48.07600021362305,95.16250228881836,56.40362071990967,80.709801197052,37.478389739990234,90.83689880371094,106.82769870758057,73.64213023866925
ewm_expdecay7_com_aid_military_pastcov_lag-14,153.08739948272705,13.233099937438965,0.0,104.53539657592773,195.2730598449707,18.37179946899414,28.557639598846436,73.29405641555786
ewm_expdecay7_total_ru_area_km2_pastcov_lag-7,35.76170063018799,0.0,233.89740371704102,115.19047260284424,0.0,76.3805980682373,50.30634021759033,73.07664503370013
ewm_ewma14_com_ners_r6_pastcov_lag-1,28.507400512695312,0.0,0.0,93.87607097625732,69.45970058441162,268.86000061035156,50.30730056762695,73.00149617876325
env_weather_snowfall_sum_futcov_lag-1,250.17948722839355,97.61892986297607,0.0,33.34365940093994,33.40314960479736,55.18039035797119,41.258939266204834,72.997793674469
ewm_expdecay7_com_diplo_bluesecondary_rus_pastcov_lag-1,82.43310165405273,54.39200019836426,7.013299942016602,0.0,99.63249969482422,118.61000061035156,147.6628017425537,72.82052912030902
env_weather_temperature_2m_max_futcov_lag4,42.99179935455322,30.381720066070557,0.0,125.42989158630371,39.9719295501709,121.88653087615967,148.9816017150879,72.80621044976371
ewm_expdecay7_com_escalationsignal_bluesecondary_rus_pastcov_lag-1,13.310700416564941,32.831000328063965,177.17300415039062,39.51319885253906,39.50310039520264,137.00399780273438,66.61130142211914,72.27804333823067
ewm_expdecay7_com_verbal_conflict_rus_ua_pastcov_lag-7,42.13390064239502,242.29340076446533,36.79629898071289,92.17190265655518,16.70639991760254,75.53358173370361,0.0,72.23364067077637
rolling_rsum14_14_com_diplo_bluesecondary_ua_pastcov_lag-14,112.1969985961914,22.3435001373291,23.204130172729492,13.2298002243042,70.53280067443848,145.90850067138672,117.63500022888184,72.15010438646588
ewm_ewma14_act_cyber_rus_other_pastcov_lag-1,0.0,27.81209945678711,69.99090003967285,0.0,292.29650497436523,0.0,111.872802734375,71.71032960074288
env_weather_temperature_2m_min_futcov_lag4,73.60879898071289,47.00870132446289,139.40223264694214,52.03293037414551,78.67950057983398,96.655020236969,14.266500473022461,71.6648120880127
env_weather_precipitation_sum_futcov_lag6,38.023560523986816,198.15059757232666,23.216450691223145,66.24369812011719,79.52540016174316,61.88336992263794,33.88560104370117,71.56123971939087
com_diplo_bluesecondary_ua_pastcov_lag-7,117.924081325531,0.0,171.69189834594727,102.95339965820312,16.38520050048828,43.383700370788574,48.24720096588135,71.5122115952628
ewm_expdecay7_dist_x_clash_pastcov_lag-14,114.00524806976318,29.5871000289917,60.95229911804199,159.38172817230225,73.225998878479,59.37480163574219,0.0,70.93245370047433
rolling_rmean28_28_act_drone_infra_ua_residential_intent_pastcov_lag-1,0.0,0.0,16.07309913635254,35.74447011947632,19.70217990875244,181.41283988952637,243.0702681541443,70.85755102975028
rolling_rsum14_14_dist_x_clash_pastcov_lag-1,91.27140045166016,93.50160026550293,0.0,83.19180011749268,226.0691967010498,0.0,0.0,70.57628536224365
env_weather_temperature_2m_min_futcov_lag6,63.84299087524414,117.10300874710083,29.65339946746826,15.85295057296753,83.61888980865479,69.49860906600952,114.34857225418091,70.55977439880371
ewm_ewma14_com_restrictive_redsecondary_ua_pastcov_lag-1,0.0,32.484798431396484,17.908899307250977,25.670629501342773,162.56200408935547,243.86170196533203,10.736100196838379,70.46059049878802
rolling_rsum7_7_act_confirmed_launched_pastcov_lag-14,22.80780029296875,4.6686201095581055,171.8809928894043,19.510299682617188,152.1841983795166,48.49562072753906,73.64069843292236,70.4554615020752
ewm_ewma14_com_aid_financial_pastcov_lag-7,39.03190040588379,72.55425071716309,49.534510135650635,206.9111967086792,0.0,29.799699783325195,95.24560070037842,70.43959406444004
ewm_ewma14_com_restrictive_rus_ua_pastcov_lag-14,0.0,108.45850086212158,74.40544891357422,60.08849906921387,123.66699981689453,70.1759033203125,56.01639938354492,70.40167876652309
env_weather_cloud_cover_min_futcov_lag4,109.97259902954102,106.10340118408203,0.0,184.63268280029297,13.756400108337402,43.946739196777344,33.11759948730469,70.2184888294765
com_verbal_conflict_redsecondary_rus_pastcov_lag-7,193.9250030517578,3.975450038909912,25.640600204467773,75.46100044250488,103.53190851211548,74.19869899749756,13.89009952545166,70.08896582467216
ewm_ewma14_com_ners_r5_pastcov_lag-1,222.30099487304688,238.8979949951172,0.0,0.0,8.847760200500488,20.479900360107422,0.0,70.07523577553886
rolling_rsum7_7_com_restrictive_bluesecondary_rus_pastcov_lag-14,120.44779586791992,78.87110996246338,89.21020126342773,0.0,0.0,191.60440063476562,8.618720054626465,69.82174682617188
env_weather_snowfall_sum_futcov_lag1,68.40209913253784,129.83533668518066,43.56389904022217,121.8483076095581,52.68960094451904,62.147400856018066,10.234299659729004,69.81727770396641
env_weather_precipitation_hours_futcov_lag2,191.61549186706543,49.111300468444824,142.60958099365234,42.7338981628418,44.35056018829346,17.980600357055664,0.0,69.77163314819336
rolling_rmean28_28_acled_other_rus_shelling_artillery_missile_attack_pastcov_lag-7,49.30020046234131,53.310699462890625,61.049299240112305,68.78394937515259,26.497400283813477,28.44379997253418,200.17230319976807,69.65109314237323
ewm_expdecay7_act_cyber_rus_other_pastcov_lag-1,191.91489601135254,17.193500518798828,12.256999969482422,28.7839994430542,77.10700035095215,158.498384475708,0.0,69.39354010990688
