MAE,RMSE,MedAE,ME,PoissonDev,TweedieDev,ZeroAcc,n,R2,MASE,RMSSE,region,horizon
0.2582548079238469,0.26638816221267364,0.2528632355971747,0.23944217656848973,0.5132910428346851,2.001958534647423,0.9873417721518988,79,-4.677922014965797,8.407628746854128,1.5199436144272807,cherkasy,1
0.260361211609364,0.26967791107211786,0.2505108736424767,0.24104724086515095,0.5185319770447856,2.0108372609292564,0.9873417721518988,79,-4.8190264444858935,8.476203889060406,1.5387140910522505,cherkasy,2
0.26720694297339737,0.2774571973846871,0.25280360816884473,0.24705747262528732,0.5343469754643506,2.0417401980470755,0.9873417721518988,79,-5.1595866655270175,8.699070476800603,1.5831007351785435,cherkasy,3
0.27102582995478464,0.28091912377347994,0.2581770402967937,0.25046691431662593,0.5432559518470406,2.060975083999969,0.9873417721518988,79,-5.314256066005876,8.823396464083544,1.6028536133265676,cherkasy,4
0.2788847853565865,0.28706000429010947,0.2748920834477694,0.25911860956596555,0.5566576304521921,2.0872489603200792,0.9873417721518988,79,-5.593332139479716,9.079249123275538,1.6378919275319872,cherkasy,5
0.2700576309021951,0.28085006116428235,0.2578554087800642,0.24984877547770978,0.5402222326594212,2.0522404971416353,0.9873417721518988,79,-5.311151788951001,8.791876206038129,1.602459559510611,cherkasy,6
0.2757836665948946,0.2870785974779496,0.2682420253890988,0.25661739035396974,0.5490568907323045,2.0650993395099477,0.9873417721518988,79,-5.594186281689064,8.978290479144903,1.637998015568688,cherkasy,7
0.8535147168001728,1.0761551047458424,0.6943857447672993,-0.05256510217297673,1.3992850149804141,2.3901633637806934,0.4430379746835443,79,0.07455015097239348,5.32084706430746,2.4838612689076247,chernihiv,1
0.8565264929545142,1.0787821636299861,0.6684186010245474,-0.06031995532883285,1.4027720705364841,2.391915286144436,0.4430379746835443,79,0.0700263073073476,5.339622605014312,2.4899247534227174,chernihiv,2
0.8557034195698136,1.0771182591196709,0.7027485900328544,-0.04059702720254779,1.4009015289980202,2.390546109119467,0.45569620253164556,79,0.07289286208591172,5.3344915305096885,2.4860843144840303,chernihiv,3
0.8735150942367262,1.1006253919745663,0.7117765641782364,-0.041669406571750445,1.460609845178611,2.455629491813657,0.45569620253164556,79,0.031984737792744355,5.445530268326825,2.5403408585303744,chernihiv,4
0.8579119252520269,1.0812748162752635,0.7957321836756761,-0.022283956768217754,1.419389328963231,2.415542683082477,0.43037974683544306,79,0.06572371576317493,5.348259448911572,2.4956780164376307,chernihiv,5
0.928404206959837,1.1676664853048444,0.7899212855234103,-0.04646720728269179,1.56704042355283,2.5519486256741635,0.46835443037974683,79,0.009399257804084127,5.787711332749622,2.6950776380279975,chernihiv,6
0.9187406239656689,1.1609060432140126,0.8058557943704839,-0.06459653661877847,1.5546343990129488,2.5406809720351062,0.46835443037974683,79,0.020836620285558216,5.7274681451476805,2.679473939085292,chernihiv,7
1.0773093815383283,1.4324347890745652,0.9763524899911313,-0.1506864040651382,1.6713624559080391,2.200314587716854,0.6329113924050633,79,-0.011190546519249667,1.7295980755656448,1.260305200409324,dnipropetrovsk,1
1.0908788994407257,1.4724685961870194,0.9401220650294996,-0.2737781859430385,1.7419945511866146,2.258787368900276,0.6329113924050633,79,-0.022944516807549054,1.7513836577322335,1.2955283154026471,dnipropetrovsk,2
1.0900120894866538,1.45586344511767,0.9648843418135361,-0.17111568224256726,1.7041131127362734,2.2254190883046223,0.6329113924050633,79,-2.946201190345832e-06,1.7499920121621346,1.280918534625259,dnipropetrovsk,3
1.1420431220277858,1.4984415473721693,1.0294248640950725,-0.20077022913938602,1.762631709028209,2.242532303513043,0.6455696202531646,79,-0.02765372905774144,1.8335267657761163,1.3183802076481361,dnipropetrovsk,4
1.1406838587589927,1.5019456751099651,1.010264467679634,-0.23733106749664518,1.7687401852160864,2.24688472296359,0.6455696202531646,79,-0.03246571585037583,1.831344496528136,1.3214632592777993,dnipropetrovsk,5
1.210615118228181,1.570141464930791,1.0401664771136048,-0.24119436574254996,1.8680353495356707,2.2973982565022455,0.6582278481012658,79,-0.06141096001412549,1.9436176966622303,1.3814642514435476,dnipropetrovsk,6
1.2084569642400622,1.5785804403462762,0.9918156270096053,-0.25783868029310064,1.885251900238382,2.3309510609342947,0.6455696202531646,79,-0.06200826588802455,1.9401528247799353,1.3888891511202257,dnipropetrovsk,7
0.5775258843937116,0.5887718289600585,0.5583105270452549,0.49362964081846594,1.1143483939481282,2.87743346091152,0.13924050632911392,79,-2.6299610666222897,2.796943539295165,0.7189514350352189,donetsk,1
0.5624798062760974,0.5748716065993953,0.5459824495253849,0.4809574515696121,1.0864168002116008,2.840491878928771,0.189873417721519,79,-2.4605859550115663,2.7240757560148188,0.7019778226408232,donetsk,2
0.5869773543556658,0.5988738301520229,0.5699946283510444,0.5099196108414851,1.133718585208596,2.902197153688593,0.1518987341772152,79,-2.755593630832203,2.8427167739869437,0.7312870256603997,donetsk,3
0.572730841594548,0.5852939317071912,0.5541455527275055,0.4804484817023364,1.1003387312702884,2.8400255846102356,0.17721518987341772,79,-2.2295665327861776,2.773721265904175,0.7147045619718957,donetsk,4
0.5592561069934076,0.5747267893141715,0.5483364945704029,0.45329315389519403,1.0655701867002567,2.77066897255347,0.3037974683544304,79,-1.8394906567216274,2.7084634603151807,0.7018009857238575,donetsk,5
0.5742167200512845,0.5876006245804593,0.5630047119593218,0.4718350950028465,1.0940768829216208,2.8103028601455806,0.20253164556962025,79,-1.9681241282367008,2.780917338430188,0.7175212730811055,donetsk,6
0.5830169345890243,0.5988876480803473,0.5443907590996276,0.47980141477752897,1.1116215362952313,2.8300772772144867,0.24050632911392406,79,-2.0832466889254184,2.823536559249324,0.7313038987832453,donetsk,7
0.25447160714541006,0.26696336324331177,0.2520040849714435,0.23387022774335353,0.5102895570048213,1.9914213004973362,0.9873417721518988,79,-4.70246869586923,18.640045223401287,2.284838349482019,ivano-frankivsk,1
0.26556203928841055,0.2780768067521355,0.24472238717248793,0.24516702266904716,0.5317986940481383,2.033188362123702,0.9873417721518988,79,-5.187128204359894,19.452419377876073,2.379954104749979,ivano-frankivsk,2
0.2506632574551589,0.2622386189966673,0.24712697543352824,0.23082494919416902,0.5004014837690421,1.9717844121459416,0.9873417721518988,79,-4.502409118504557,18.361083608590388,2.2444010523372833,ivano-frankivsk,3
0.25722602372697606,0.269395497811564,0.23894663617869075,0.23752329694942087,0.5131792373664098,1.9961562162695357,0.9873417721518988,79,-4.806845174345603,18.841806238000995,2.305654068407387,ivano-frankivsk,4
0.2633929412836391,0.27308293933938804,0.25588673628624564,0.24532941984892964,0.522305637023547,2.015253559558509,0.9873417721518988,79,-4.966899421322757,19.293532949026563,2.337213484320821,ivano-frankivsk,5
0.26524755103135245,0.2797802289316748,0.23639560314621902,0.24605317004030697,0.5280444049891989,2.0191635108776036,0.9873417721518988,79,-5.2631616710656095,19.429383113046566,2.3945330502422957,ivano-frankivsk,6
0.25440852178002266,0.2678964831422873,0.24405022262131945,0.2359479521241721,0.5049679814079234,1.9735946525426589,0.9873417721518988,79,-4.742402163704052,18.63542422038666,2.292824569403518,ivano-frankivsk,7
0.7089229988025003,0.8425917087837669,0.8053880736803379,0.42200033910493545,1.298463384169638,2.6319964582069892,0.31645569620253167,79,-0.29785157472327994,2.751184617869306,1.3193713185245939,kharkiv,1
0.7209813421831566,0.8377318094364001,0.7860432618154901,0.3930824885814406,1.287516931089047,2.619283326879329,0.31645569620253167,79,-0.2829232577984866,2.7979805729756935,1.3117614503725712,kharkiv,2
0.7177614205949588,0.845520305318226,0.7524794087853303,0.3907172170365953,1.2987437017234722,2.6295381750709375,0.31645569620253167,79,-0.3068891404887424,2.785484718335403,1.3239570582497964,kharkiv,3
0.730896154058754,0.8574062663231231,0.7745386959990125,0.4103507467846981,1.3359719329165232,2.694584429498357,0.3037974683544304,79,-0.34942444118050475,2.8364579223737074,1.3425686774711616,kharkiv,4
0.7228103102264982,0.8504363656065101,0.7892939966969269,0.4325692365219848,1.3342966591146028,2.7168223883667793,0.2911392405063291,79,-0.33385147652335867,2.805078422468397,1.3316548659505891,kharkiv,5
0.7606669273544334,0.8748437484235826,0.7943399842612803,0.4189065449748809,1.3759114664062397,2.7586769063620933,0.2911392405063291,79,-0.3424843273514615,2.951992181653629,1.3698731400130977,kharkiv,6
0.729555737043723,0.8234523179573088,0.7509146754428456,0.4352103849428873,1.3092137100506156,2.717059418275546,0.27848101265822783,79,-0.3966528337304813,2.8312560391233226,1.289401924039439,kharkiv,7
0.9246957297306118,1.1284089297542685,0.967356939078076,0.06878053672355948,1.4670410487587666,2.364714662831511,0.5063291139240507,79,0.009385789794615462,1.5394082318810751,0.9271616501060845,kherson,1
0.9176171431246071,1.1087114408501937,0.9120360518595446,0.020616076372917524,1.4088559049351164,2.280260986295806,0.5189873417721519,79,0.04604657427641734,1.5276239939517604,0.9109771306170147,kherson,2
0.9113067178438553,1.108165730634588,0.9231633957520028,0.04668106979520074,1.4087219674571956,2.2809278709083722,0.5189873417721519,79,0.046985419127507644,1.5171185700468726,0.9105287456648583,kherson,3
0.9367097026192185,1.1309028477379075,0.9320346546512046,0.004030697578458331,1.4587936386295683,2.3312118667829114,0.5189873417721519,79,0.017978303687686603,1.5594087662922216,0.9292107876589426,kherson,4
0.9450094985723548,1.1354092798811999,0.9485210475282475,0.0402866534783982,1.4731265370567728,2.347225109102648,0.5189873417721519,79,0.01013637215100971,1.5732260402369316,0.9329135154129458,kherson,5
0.9878929542222746,1.1570015201074957,0.9534841486500704,0.08319671189673038,1.5124200782136694,2.3827083611241178,0.5189873417721519,79,-0.027870369329640488,1.6446172476541274,0.9506548648030636,kherson,6
0.9747275177547117,1.1662102979585338,0.9821422030452954,0.020085928888081216,1.5099706214192965,2.3516074277042622,0.5316455696202531,79,-0.013619530812245761,1.622699788080287,0.958221293464425,kherson,7
0.3173224250022935,0.3243652091497436,0.306698647700126,0.3029280783314441,0.6271388280860899,2.2120770502859983,0.9873417721518988,79,-7.418371994449611,4.6487735262836,1.088883463950393,khmelnytskyi,1
0.3243818359045759,0.33149613111856235,0.31679206916800595,0.30831864408682785,0.6421177506056417,2.239284259565167,0.9873417721518988,79,-7.792583637840702,4.752193896002037,1.112821737216262,khmelnytskyi,2
0.3283630756770887,0.33315641012292097,0.3231336717665682,0.3154818473956,0.6489617009104602,2.254181036650128,0.9873417721518988,79,-7.880878478140964,4.81051905866935,1.1183952398681927,khmelnytskyi,3
0.3295382916181,0.3352490231796463,0.32395203445310755,0.31597957762339196,0.6513754265184538,2.2569633842098975,0.9873417721518988,79,-7.992793525324133,4.827735972205165,1.125420073881334,khmelnytskyi,4
0.3193802233957876,0.32532629939299024,0.31136472889831673,0.30389812864616306,0.6317347923509498,2.222581872377735,0.9873417721518988,79,-7.46833297333229,4.678920272748288,1.0921098126576991,khmelnytskyi,5
0.3280078003615513,0.33404800924757033,0.3175397510297836,0.3124185197435432,0.6490530163010662,2.25309373232084,0.9873417721518988,79,-7.928476414895059,4.805314275296727,1.1213883091491066,khmelnytskyi,6
0.32503100907486543,0.3316071340316628,0.32154374993498364,0.30883531247417406,0.6435162343735549,2.242565379513814,0.9873417721518988,79,-7.798473093041871,4.761704282946778,1.113194370387502,khmelnytskyi,7
0.34318446065935454,0.3516232278189546,0.3288313864392393,0.30922253726483623,0.6754478390737851,2.281460957769791,0.9746835443037974,79,-4.010586620696764,9.576480664113417,1.702379418159263,kirovohrad,1
0.34952526506529097,0.35934243388055087,0.3434991948599393,0.3126112101433977,0.6915090677610769,2.3093658152358016,0.9746835443037974,79,-4.232996831538332,9.753419301345739,1.739751856849684,kirovohrad,2
0.3577885766496011,0.3671775965114385,0.34750562046652744,0.3227269412402503,0.705859155466374,2.3320596225745045,0.9620253164556962,79,-4.463686991156237,9.984005043650775,1.7776856978063496,kirovohrad,3
0.352573535220948,0.36072742170267785,0.34431224316490755,0.31600104772742915,0.6970290668065858,2.3211236099572625,0.9746835443037974,79,-4.273412898355329,9.83848055426074,1.7464572579047135,kirovohrad,4
