F1,Precision,Recall,ROC_AUC,PR_AUC,Brier,TP,FP,TN,FN,n,region,horizon
0.7938931297709924,0.6582278481012658,1.0,0.534900284900285,0.7021286892257698,0.22626660222386816,52,27,0,0,79,dnipropetrovsk,6
0.7846153846153846,0.6455696202531646,1.0,0.44887955182072825,0.6563634899971319,0.2341160093437041,51,28,0,0,79,dnipropetrovsk,7
0.0,0.0,0.0,0.3594594594594595,0.05696502324409301,0.23320620369217926,0,19,55,5,79,donetsk,1
0.0,0.0,0.0,0.28648648648648645,0.05086499194485032,0.22698109722163484,0,13,61,5,79,donetsk,2
0.0,0.0,0.0,0.3054054054054054,0.05219255243041038,0.24135976674715043,0,30,44,5,79,donetsk,3
0.0,0.0,0.0,0.30365296803652964,0.06026564492282029,0.2398362315171735,0,27,46,6,79,donetsk,4
0.0,0.0,0.0,0.39880952380952384,0.07930992589896713,0.23389689502690095,0,27,45,7,79,donetsk,5
0.0,0.0,0.0,0.31547619047619047,0.06980994412948424,0.23801491401346922,0,25,47,7,79,donetsk,6
0.06666666666666667,0.043478260869565216,0.14285714285714285,0.3888888888888889,0.08987774411206936,0.23163313078963924,1,22,50,6,79,donetsk,7
0.0,0.0,0.0,0.08974358974358976,0.013888888888888888,0.05282149757696608,0,0,78,1,79,ivano-frankivsk,1
0.0,0.0,0.0,0.05128205128205132,0.013333333333333334,0.0549260156924213,0,0,78,1,79,ivano-frankivsk,2
0.0,0.0,0.0,0.14102564102564108,0.014705882352941176,0.05093020239823942,0,0,78,1,79,ivano-frankivsk,3
0.0,0.0,0.0,0.16666666666666663,0.015151515151515152,0.05546710075195978,0,0,78,1,79,ivano-frankivsk,4
0.0,0.0,0.0,0.641025641025641,0.034482758620689655,0.053859646774859785,0,0,78,1,79,ivano-frankivsk,5
0.0,0.0,0.0,0.21794871794871795,0.016129032258064516,0.05615388382767,0,0,78,1,79,ivano-frankivsk,6
0.0,0.0,0.0,0.6666666666666667,0.037037037037037035,0.05043603290519124,0,0,78,1,79,ivano-frankivsk,7
0.4807692307692308,0.31645569620253167,1.0,0.5555555555555556,0.33866089123549215,0.30771293181442266,25,54,0,0,79,kharkiv,1
0.4807692307692308,0.31645569620253167,1.0,0.49703703703703705,0.3206826580924584,0.3063538129611425,25,54,0,0,79,kharkiv,2
0.4807692307692308,0.31645569620253167,1.0,0.5207407407407407,0.38514530397705476,0.3030633923497475,25,54,0,0,79,kharkiv,3
0.46601941747572817,0.3037974683544304,1.0,0.5386363636363636,0.3134213012055024,0.3087059442558121,24,55,0,0,79,kharkiv,4
0.45098039215686275,0.2911392405063291,1.0,0.6482919254658386,0.5243294089105895,0.30849672059223954,23,56,0,0,79,kharkiv,5
0.45098039215686275,0.2911392405063291,1.0,0.5225155279503105,0.3270181633528914,0.31848830738346,23,56,0,0,79,kharkiv,6
0.43564356435643564,0.27848101265822783,1.0,0.5606060606060606,0.3482975788176212,0.3141088627984967,22,57,0,0,79,kharkiv,7
0.6722689075630253,0.5063291139240507,1.0,0.4788461538461538,0.5282079152330479,0.27421929305652776,40,39,0,0,79,kherson,1
0.6833333333333333,0.5189873417721519,1.0,0.4569961489088575,0.5416562874876353,0.26791356575155273,41,38,0,0,79,kherson,2
0.6833333333333333,0.5189873417721519,1.0,0.5641848523748396,0.6263331426669445,0.2647899642660807,41,38,0,0,79,kherson,3
0.6833333333333333,0.5189873417721519,1.0,0.6161745827984596,0.6494685697102738,0.2644531356406374,41,38,0,0,79,kherson,4
0.6833333333333333,0.5189873417721519,1.0,0.540436456996149,0.5394520483578845,0.2678890156631569,41,38,0,0,79,kherson,5
0.6833333333333333,0.5189873417721519,1.0,0.4967907573812581,0.549040113547586,0.2702868146096331,41,38,0,0,79,kherson,6
0.6942148760330579,0.5316455696202531,1.0,0.6505791505791505,0.680878305742999,0.258025928278212,42,37,0,0,79,kherson,7
0.0,0.0,0.0,0.8205128205128205,0.06666666666666667,0.0752011772890555,0,0,78,1,79,khmelnytskyi,1
0.0,0.0,0.0,0.8333333333333334,0.07142857142857142,0.07544802361009309,0,0,78,1,79,khmelnytskyi,2
0.0,0.0,0.0,0.9743589743589743,0.3333333333333333,0.0783023008356066,0,0,78,1,79,khmelnytskyi,3
0.0,0.0,0.0,0.9871794871794872,0.5,0.07964517729040012,0,0,78,1,79,khmelnytskyi,4
0.0,0.0,0.0,0.9615384615384616,0.25,0.07357526782939693,0,0,78,1,79,khmelnytskyi,5
0.0,0.0,0.0,0.8333333333333334,0.07142857142857142,0.07405257559667044,0,0,78,1,79,khmelnytskyi,6
0.0,0.0,0.0,0.9615384615384616,0.25,0.07459881480041322,0,0,78,1,79,khmelnytskyi,7
0.0,0.0,0.0,0.4415584415584416,0.04060150375939849,0.10273997504512156,0,0,77,2,79,kirovohrad,1
0.0,0.0,0.0,0.07142857142857145,0.020300751879699246,0.10790193251328131,0,0,77,2,79,kirovohrad,2
0.0,0.0,0.0,0.30519480519480524,0.026785714285714288,0.10950913049703433,0,0,77,2,79,kirovohrad,3
0.0,0.0,0.0,0.04545454545454547,0.019836328055506138,0.10779643815530401,0,0,77,2,79,kirovohrad,4
0.0,0.0,0.0,0.5897435897435898,0.030303030303030304,0.10093724932005116,0,0,78,1,79,kirovohrad,5
0.0,0.0,0.0,0.39743589743589747,0.020833333333333332,0.09415570098659762,0,0,78,1,79,kirovohrad,6
0.0,0.0,0.0,0.47435897435897434,0.023809523809523808,0.09616606188554017,0,0,78,1,79,kirovohrad,7
0.0,0.0,0.0,0.4748858447488585,0.09268537539731647,0.17061055373017364,0,0,73,6,79,kyiv,1
