MAE,RMSE,MedAE,ME,PoissonDev,TweedieDev,ZeroAcc,n,R2,MASE,RMSSE,region
0.03228575155363286,0.11035818864331301,0.018530007781602895,0.007979661378457072,0.09834483746097589,0.7170881198356237,0.9873417721518988,553,0.025529475823706016,0.47298626026072144,0.3704688521935355,khmelnytskyi
0.009915549752445994,0.011087797481527661,0.008890677277929795,0.009915549752445994,0.019831099504891987,0.3866318152733931,1.0,553,0.0,0.48420934624444606,0.06710178940094644,luhansk
0.17996125729451595,0.2455981929356173,0.12103020065396423,0.1180229822695252,0.38319279406302165,1.6146711498414703,0.9547920433996383,553,-0.6510859038657675,0.6983926938714328,0.43710735159077063,odesa
0.02512698192130184,0.11248961095920558,0.011665356272371866,1.3925562142928072e-05,0.12333425793421422,0.9215619540654397,0.9873417721518988,553,-0.012475235548655261,0.8180228558823821,0.6418373265789179,cherkasy
0.20151522402270872,0.28313653195624244,0.13861299874912006,0.06987757012561106,0.44438099455981084,1.7229113702669778,0.9222423146473779,553,-0.11790126449373717,1.045025852011569,0.5470095266740479,mykolaiv
0.14892820870503934,0.2763763633242347,0.07883637118953611,-0.0017807177624115998,0.4284784610398061,1.7062153183469124,0.918625678119349,553,-0.02182337282291158,1.1188709012968339,0.5695215510659181,kyiv
0.05131341827301344,0.19114226739027979,0.01316394255502142,-0.022896029275024394,0.25010294783590875,1.2726769068384156,0.9620253164556962,553,-7.553331977949718e-05,1.156525504153303,0.7935349931217119,zhytomyr
0.049062267329062256,0.24976974466584415,0.009465796362192263,-0.026249173957759594,0.3158285280816203,1.587895922478459,0.9746835443037974,553,-0.008664039150523717,1.1979370272846035,1.0077142211647774,lviv
0.2509469562477407,0.35502544409907827,0.18063110982965724,0.09698321526507517,0.5645528911151965,1.9633953146744425,0.9222423146473779,553,-0.1882700523297638,1.2153298872824467,0.43352286905419135,donetsk
0.04900944084452857,0.16185776308671815,0.021451473294798854,-0.0036164528124560005,0.18876176898429192,1.0598582253111275,0.972875226039783,553,0.007241084438113332,1.3054332879497155,0.76841470639887,vinnytsia
0.05064225080734622,0.14247652258070045,0.029386239399505795,0.011712581235452362,0.18063887275070178,1.1196133990163355,0.9801084990958409,553,-0.04122576099711983,1.4131599511002326,0.6897982852747508,kirovohrad
0.9254668753340947,1.1389734360352743,0.7955097856124805,-0.14247630744607648,1.4828719797637107,2.359878966205557,0.515370705244123,553,0.003691929929487525,1.5406920140505098,0.9358420183819599,kherson
0.022443280140586268,0.1124504622656302,0.008111698372382839,-0.0027101400852083918,0.12485487134597334,0.9571580334290537,0.9873417721518988,553,-0.011770633849848888,1.6439702702979442,0.9624209310223749,ivano-frankivsk
0.11369417735516901,0.2909600271070382,0.02881599614001457,-0.05848739373450834,0.5264780669671802,2.1853521855915177,0.9113924050632911,553,-0.04831138680939562,1.753283892898133,1.1425897880327929,poltava
1.1239064333602957,1.523242651029701,0.9234113420351469,-0.31857524196886955,1.8386103372111353,2.3262330225437706,0.6419529837251357,553,-0.05976755752002916,1.804408684792146,1.3402010682931584,dnipropetrovsk
2.12059387660337,2.4285928464740536,1.9167954645398932,-0.44718925224360373,3.179443646665158,3.383912173918148,0.546112115732369,553,0.037542067818713165,1.9236346930179176,1.0097263047153624,zaporizhia
0.021312281381056463,0.11210980915346472,0.007470377619577358,-0.003809419645344785,0.11869648729416599,0.9002292283251291,0.9873417721518988,553,-0.005649880690876907,2.081499481549848,0.8582077286262226,rivne
0.6254607599350753,0.7541716948849777,0.5433357589275954,0.17292709709635126,1.1096429851008458,2.4289685225056767,0.40867992766726946,553,-0.05168753033674278,2.42728480345665,1.1809189351157912,kharkiv
2.778046509133502,3.7611478810489545,1.9167789873980754,-2.1606108596539446,3.741942254466004,2.173905450829988,0.9566003616636528,553,-0.4342900752076815,3.9133058998851733,2.3943358649319477,sumy
0.8397091451475642,1.142783755306015,0.5671714887302186,-0.2848892008276319,1.5907051447975493,2.628183475666273,0.6112115732368897,553,-0.014408697830498918,5.2347825431539645,2.6376460939724824,chernihiv
