paradigm,MAE,RMSE,MedAE,ME,PoissonDev,TweedieDev,ZeroAcc,n,R2,MASE_mean,MASE_median,RMSSE_mean
global,0.4810503742449047,1.1450082901407714,0.055719035761636844,-0.15027203231180222,0.8358567481487218,1.674601720572874,0.8566003616636528,11060,0.4167153346688456,1.6669698709753054,1.3627962820080834,0.9406150199364938
activity,0.510579619244184,1.181255981200901,0.12820976246322519,-0.18641737350896417,1.0047199234517084,2.041584972963454,0.8595840867992767,11060,0.37920052953547834,3.112434097097231,3.0965277746541178,1.1166070616256856
local,0.5600881704989348,1.2751070245286291,0.18373979746776997,-0.22871720501934925,1.2651178886011276,2.396821516695887,0.8499095840867993,11060,0.2766365296032398,5.182100769499092,2.9751603355576517,1.2843458154488137
