Feature,h1_importance,h2_importance,h3_importance,h4_importance,h5_importance,h6_importance,h7_importance,mean_importance
ewm_ewma14_acled_other_ua_disrupted_weapons_use_pastcov_lag-7,0.0046311425812642715,0.003881865633589762,0.00456414919457487,0.00569728395493117,0.0027833627165796365,0.004537163620608135,0.006276336177524627,0.0046244719827246384
act_drone_strike_on_ua_binary_target_lag-1,0.010567228181465271,0.001191981011374737,0.004151064936836545,0.0005326878029232629,0.0,0.0018914136179085642,0.013870016777357976,0.0046006274754094795
ewm_ewma14_act_drone_strike_on_rus_in_rus_nofpv_pastcov_lag-7,0.001251030928946103,0.004038225614096135,0.0014945204884614983,0.00491074875934278,0.006900187618395768,0.005960238080266119,0.007452830309908073,0.004572540257059497
ewm_expdecay7_com_aid_humanitarian_pastcov_lag-14,0.0047268481301940305,0.0034389860326719344,0.006238538124385498,0.0051225662967791154,0.004207243690995943,0.00441591185621373,0.0038190695108925705,0.004567023377447546
ewm_expdecay7_acled_other_rus_shelling_artillery_missile_attack_pastcov_lag-1,0.007753096242905882,0.0024507395079807546,0.005260906664950548,0.0038385066289944123,0.0032336548766266405,0.004603699596558061,0.004565837029397588,0.004529491506773413
ewm_expdecay7_acled_other_rus_shelling_artillery_missile_attack_pastcov_lag-14,0.003712709973568332,0.006148367984664169,0.0031071632679827627,0.0032652814323527834,0.005799411088709022,0.004083228403284082,0.005209639547235803,0.004475114528256707
ewm_ewma14_act_drone_infra_ua_residential_unintent_pastcov_lag-14,0.003946751036648137,0.0037262819782499287,0.0029500970241381546,0.005769342255091145,0.0053148403526633884,0.004846315614166113,0.004701574751591166,0.004465029001792576
env_weather_wind_direction_10m_dominant_futcov_lag1,0.004413889883562695,0.0035812946195751395,0.00301923537588148,0.005453967393606227,0.003495835135526587,0.005496647483528466,0.005289869461527792,0.004392962764744055
ewm_ewma14_fin_usd_rub_rate_pastcov_lag-14,0.007517368170907843,0.009142127913393729,0.0014816510482333505,0.0018311199865898677,0.00334355536824266,0.0020693182272488258,0.005349454469785911,0.004390656454914598
act_drone_strike_on_ua_binary_target_lag-5,0.0003405586160321198,0.0016822409451477172,0.018524135392411586,0.004405871442154392,0.000423118392040715,0.0031290765863630043,0.002156943746857462,0.004380277874429571
rolling_rsum7_7_act_total_daily_strike_events_pastcov_lag-7,0.007939734296228471,0.0062226715459730506,0.00821428688032111,0.0026142979109463203,0.0031628510113668323,0.0017705771834076057,0.00028471373068392203,0.004315590365561045
act_drone_strike_on_ua_binary_target_lag-4,0.0014065749786597475,0.0,0.001105995188372705,0.01576576606914716,0.007008630401672944,0.00045531208965331616,0.0042973013608977005,0.004291368584057653
rolling_rmean28_28_dist_x_clash_pastcov_lag-14,0.0051450863489329954,0.002565474428876892,0.004005876149679855,0.004048368234454281,0.003128092082923433,0.006023605359844915,0.004893695701325348,0.0042585997580053886
act_drone_strike_on_ua_binary_target_lag-7,0.018206484566697136,0.0049858431721943675,0.0008959905738119389,0.0018440140747665685,0.0035170833247148824,5.3290669591037496e-05,0.00015698195387273006,0.0042370983336640945
env_weather_wind_direction_10m_dominant_futcov_lag-1,0.004060345051629739,0.004614807537606545,0.0025697869132551548,0.0056057625864283644,0.005447267831487943,0.005093543781462366,0.002018192251840197,0.004201386564815759
env_weather_wind_direction_10m_dominant_futcov_lag-2,0.004962198024653654,0.0035833404477963993,0.005510739511226025,0.004394036312164463,0.004696728662808074,0.0031814524470558784,0.0030408243500504835,0.004195617107964997
ewm_ewma14_acled_other_ua_shelling_artillery_missile_attack_pastcov_lag-14,0.003984349925735482,0.002294986521804141,0.0035494790061870087,0.004776913521981863,0.004622328056269965,0.004394152903443738,0.00531318990295637,0.004133628548339796
env_weather_wind_direction_10m_dominant_futcov_lag4,0.0024311783706109126,0.0026211566601277918,0.0036333179269838543,0.004546359267314237,0.004480555661740385,0.004886897451995971,0.005233293894796986,0.0039761084619385914
env_weather_wind_direction_10m_dominant_futcov_lag2,0.0023807082018344502,0.0035920312035470996,0.003910425027153356,0.00267492261773863,0.005982500063697823,0.0040243406822831305,0.00514311434577873,0.003958291734576174
ewm_ewma14_act_drone_strike_on_rus_in_rus_nofpv_pastcov_lag-1,0.003580501149023734,0.010545691848876208,0.0034473682217674158,0.002016551721311197,0.0038281768738635254,0.0023792388190797776,0.0017859590343140234,0.003940498238319412
env_weather_wind_direction_10m_dominant_futcov_lag3,0.0028897056765693064,0.00409632197229306,0.0036069062286783493,0.0036490543099727026,0.003133044871722246,0.005890066528806755,0.0037801401130911705,0.0038636056715905124
env_weather_soil_moisture_0_to_100cm_mean_futcov_lag-2,0.004207328941615479,0.0025999353586663282,0.006632255857618281,0.006390871114080428,0.0030674505569316174,0.0023222216857366586,0.001490604113874013,0.0038158096612175437
ewm_ewma14_acled_other_ua_disrupted_weapons_use_pastcov_lag-14,0.0026689546960274486,0.005240755260126778,0.0071959186507331765,0.003579779506757384,0.0029656400489440184,0.002271124472030555,0.0026023509622375408,0.0037892176566938426
ewm_expdecay7_com_restrictive_redsecondary_bluesecondary_pastcov_lag-1,0.0026989439794856307,0.0020747192345120886,0.006658908790874124,0.005283443561552483,0.004210608338116189,0.0031807474436667425,0.0020507117053989387,0.003736869007658028
ewm_ewma14_dist_to_nearest_contested_km_pastcov_lag-1,0.003918219964764365,0.0020955424090961954,0.003459743579374991,0.003060002872875577,0.0043003428456952035,0.004020469541012375,0.005010795475678381,0.0036950166697852986
rolling_rmean28_28_act_total_daily_strike_events_pastcov_lag-1,0.0006152444907542676,0.003458674929930609,0.007716247432253894,0.003008822892638031,0.002944456153703473,0.00437466325807374,0.0034993427405393233,0.0036596359854133335
env_weather_wind_gusts_10m_mean_futcov_lag5,0.00452607064223298,0.002296966747362681,0.004648396931875043,0.002997842910004549,0.0018030030663300875,0.006399559036369247,0.002870671893858845,0.003648930175433348
env_weather_pressure_msl_min_futcov_lag6,0.003365252469134338,0.004722555615801908,0.0038379504079787976,0.0029301502016798185,0.0052087192400278644,0.0030207572683996348,0.0023431304211064597,0.0036326450891612607
ewm_ewma14_acled_other_ua_shelling_artillery_missile_attack_pastcov_lag-1,0.0038832211566351338,0.0033508105633616257,0.0033071761209235474,0.0050204325329357554,0.0020915116744537458,0.003911806030709854,0.003743537225306396,0.0036154993291894373
env_weather_pressure_msl_min_futcov_lag4,0.004038193737809493,0.0035575731441265007,0.007279374083350434,0.0015576863772206202,0.002603181152040198,0.0034424316484355333,0.0028286964400575302,0.003615305226148616
env_weather_pressure_msl_min_futcov_lag-2,0.004479171655422656,0.002678522140223688,0.0016290003141963903,0.0027244984470750104,0.002248869676320219,0.005128846232042128,0.006297786781365421,0.0035980993209493587
ewm_expdecay7_com_aid_humanitarian_pastcov_lag-7,0.003496655173231825,0.0037365650800659537,0.0028666776811737704,0.0026525318922719088,0.004741887960017039,0.0027773709169382436,0.004801191941998164,0.003581840092242415
env_weather_wind_direction_10m_dominant_futcov_lag5,0.0030386591864149117,0.0028669143487175474,0.002159262795200836,0.002748130247799538,0.005139904257043814,0.004331317490050405,0.0037536118945361175,0.0034339714599661664
env_weather_wind_gusts_10m_mean_futcov_lag6,0.003444487903266597,0.003385223497805793,0.0015783704022910654,0.003447592062645442,0.0035840194577933626,0.005263634081793247,0.003279996200430935,0.0034261890865752063
ewm_expdecay7_acled_other_ua_disrupted_weapons_use_pastcov_lag-7,0.004450233497265483,0.002090953551181063,0.0035236155904433105,0.0029214690320593277,0.005077114048343815,0.0028022596457476408,0.003110866923634258,0.0034252160412392707
env_weather_wind_speed_10m_mean_futcov_lag5,0.005171706214340464,0.0029211200994880737,0.0031989569669611264,0.0011273277609550902,0.004196332977602539,0.005170498939810312,0.002186781281673897,0.003424674891547358
env_weather_wind_direction_10m_dominant_futcov_lag6,0.001845855082957623,0.0028070380396539307,0.004325687329230046,0.002796103086633427,0.0024122207124630183,0.004910730357444985,0.004276940412124262,0.003339225002929613
ewm_expdecay7_acled_other_ua_disrupted_weapons_use_pastcov_lag-14,0.002994400252230695,0.0040541805762234805,0.003205912683743062,0.003162787874339068,0.0032491944344857455,0.0028942978989230533,0.003736527925373816,0.0033281859493312746
ewm_expdecay7_acled_other_rus_shelling_artillery_missile_attack_pastcov_lag-7,0.0016088541884353923,0.006064175936836971,0.0031148892360270174,0.001318296413460912,0.00306630717918428,0.005387268480178841,0.002597483375194197,0.003308182115616801
env_weather_soil_moisture_0_to_100cm_mean_futcov_lag6,0.002580651049675642,0.003122766741339058,0.003787800729582611,0.0031466621003958133,0.004322627544135581,0.0031307138695264494,0.0030525637027573583,0.003306255105344644
