MAE,RMSE,MedAE,ME,PoissonDev,TweedieDev,ZeroAcc,n,R2,MASE,RMSSE,region,paradigm
0.3619810083189923,0.43049124004144745,0.34244685710728506,0.23421973639713062,0.7103816707478284,2.160818514689946,0.7325783972125436,1148,-1.088303517059976,12.144462829102192,2.493506937045453,cherkasy,activity
0.15297160205432817,0.3027238477578905,0.075749668654995,-0.03193466293067483,0.5166726170424911,2.0148168186719104,0.9015679442508711,1148,-0.03266213415314678,5.13219724892271,1.7534480244492678,cherkasy,global
0.24019341260528468,0.32904619991198236,0.13571428571428573,0.08005758599304756,0.5233868503038591,1.8563260162509607,0.877177700348432,1148,-0.22005312603212746,8.058488992907302,1.9059133050186519,cherkasy,local
1.9268961494451438,2.704994201484123,1.3053051294490403,-1.3851120467070541,3.4820652661624694,3.0541248745748293,0.818815331010453,1148,-0.3324271646420718,6.988904412311847,3.8169164017980286,chernihiv,activity
1.83663076115085,2.5471770836904954,1.251215952215583,-1.0681072743849185,2.783226892879186,2.3340997485916595,0.8362369337979094,1148,-0.18148735781022074,6.6615094093633545,3.594226554603351,chernihiv,global
2.061673970681765,2.866477662476405,1.4349243679095764,-1.6913234618609547,4.533866795996693,4.323950646042662,0.6907665505226481,1148,-0.496262959234105,7.477747212580889,4.044779689099117,chernihiv,local
1.7744306244703971,2.1585694531560944,1.529897923225362,-0.9942637547232456,2.6672321225981594,2.727547990747207,0.7125435540069687,1148,-0.12799632657287008,2.3577088099398744,1.6381902027186586,dnipropetrovsk,activity
1.7595623073477629,2.070610886962832,1.6103295124561146,-0.6934165876464928,2.3735305136076943,2.4509049274002126,0.7012195121951219,1148,-0.03794088136827689,2.3379530856046515,1.5714363342377062,dnipropetrovsk,global
2.011241842988612,2.513675364454996,1.675375691903004,-1.5444542440854538,4.381850252434246,4.671250388253833,0.6297909407665505,1148,-0.5296568264667232,2.672362924050215,1.9076886077696424,dnipropetrovsk,local
0.7060523663348842,1.353651263197703,0.5031606132774258,0.0907089275846202,1.6518868764439054,2.947707465663275,0.5235191637630662,1148,-0.028423271760941837,3.562113818125619,1.7338295440519267,donetsk,activity
0.5135781302782443,1.3535815015979344,0.15546798093003417,-0.2644777928431494,1.8980821590622967,3.594427883837228,0.7613240418118467,1148,-0.02831727310985488,2.5910595895992627,1.7337401896325078,donetsk,global
0.5683478619178987,1.3485687039318264,0.2587900625919106,-0.16592045473064324,1.7398298442013072,3.170599428038622,0.7029616724738676,1148,-0.020714921151898658,2.867379062758722,1.7273195280277445,donetsk,local
0.1687277066159585,0.25982041674232764,0.10196062254913357,0.11743610422336331,0.36997492657056363,1.5661968905497758,0.9634146341463414,1148,-0.6167932594165573,11.321629113930817,2.1283082824060338,ivano-frankivsk,activity
0.059237275301260564,0.20526907678882728,0.023267303063946157,-0.0002573898903637168,0.23677862220876061,1.2128053494398279,0.975609756097561,1148,-0.009148311621366867,3.974821172714584,1.681453219608855,ivano-frankivsk,global
0.1332342249671873,0.2178738922281837,0.08881578947368422,0.08125914990600168,0.2854180551088796,1.3741701639553712,0.9721254355400697,1148,-0.13688967878241076,8.940016495298266,1.7847050480607618,ivano-frankivsk,local
1.2175815652893334,1.675270238039672,0.8965954800482848,-0.8669222513786308,2.4973546114773946,3.239640693552579,0.6585365853658537,1148,-0.3478445898011657,4.233146271031827,2.5012833108749093,kharkiv,activity
1.1202022847363353,1.5189028321925735,0.9015350624579057,-0.5152519129779337,1.6735282130517954,1.9916684164303735,0.7421602787456446,1148,-0.10797524515015366,3.894589290456378,2.267816987813012,kharkiv,global
1.2505297769908974,1.7040426042599168,0.8806627741134532,-0.9170823806282328,2.6196654284983785,3.3096399288861993,0.5932055749128919,1148,-0.39453998460974504,4.347696789434674,2.5442422543378416,kharkiv,local
1.230692076072148,1.563508995369429,1.0258397675987168,-0.708353055836256,1.672760733977,1.727903886138639,0.8405923344947736,1148,-0.3513218581212725,1.843291033581275,1.2323945428707272,kherson,activity
1.168191828729242,1.4692118188188852,0.9886320144125222,-0.4874311781271955,1.3699818797710723,1.4007565983035415,0.85801393728223,1148,-0.19323740744642426,1.7496801720475923,1.1580672917111974,kherson,global
1.3410323216926565,1.7023008934399122,1.0548931538137707,-1.0331171553103147,2.231706641809449,2.4156222655623716,0.7517421602787456,1148,-0.6018826125676746,2.0085551068209204,1.3417935794501865,kherson,local
