MAE,RMSE,MedAE,ME,PoissonDev,TweedieDev,ZeroAcc,n,R2,MASE,RMSSE,horizon,paradigm
0.930242985156239,2.065051485253294,0.3569693621202017,-0.34961045427362936,1.711272066283444,2.499737432726738,0.7804878048780488,3280,0.34682861047562885,5.821765280498884,1.8523144131948672,1,activity
0.7903053442557575,1.981508750473479,0.08147183405829136,-0.39225653432484564,1.3692767045977927,2.003683582332701,0.8695121951219512,3280,0.3986083764265832,2.7921943047066735,1.4744092782490885,1,global
0.92172324271984,2.2249493078389695,0.2235762164187302,-0.5663934976914464,2.1045368728437683,2.8020680229686015,0.8262195121951219,3280,0.24176185821044993,5.11938861876599,1.724861912392269,1,local
0.9475410534076083,2.0604933738339346,0.43992325022050655,-0.2545506325793414,1.6519882868462485,2.450025085571017,0.7179878048780488,3280,0.36185294104643695,6.453624695312799,1.9447582632457245,2,activity
0.7868248484768535,1.9880917199386725,0.09002412730429249,-0.3723156836234282,1.3712314094640343,2.0253819190558544,0.8695121951219512,3280,0.40591147950730044,2.8559472793572818,1.4744197830137373,2,global
0.899315462203298,2.207892277310593,0.22433535075774536,-0.5372010811226762,1.9676034505631181,2.6389810401835128,0.8356707317073171,3280,0.2672866771058411,4.8236434880358505,1.679968033890465,2,local
0.9209849720438397,2.0421464810113887,0.370190828704887,-0.3244068230919145,1.6469601222665449,2.4228854980538816,0.7615853658536585,3280,0.3739999406263893,5.578957454370819,1.8112809186882348,3,activity
0.7830008074709826,1.9560138440052206,0.08790526317901386,-0.35482679781241544,1.3491736284820637,2.0520053165195495,0.8707317073170732,3280,0.42569256037970415,2.7877704756777457,1.472625759516697,3,global
0.8927367493535527,2.1699636649689973,0.13763521074226034,-0.5136707869770846,1.902490849861182,2.625474612145752,0.8411585365853659,3280,0.2931853907891423,4.785414262259091,1.6881388096750354,3,local
0.9162882589435933,2.0521526448731313,0.3720939187556106,-0.3521839182193367,1.6421220926586226,2.3946370580835508,0.7920731707317074,3280,0.36888439387060745,5.471727129889903,1.7989056103530838,4,activity
0.7846238164028247,1.9582298323975353,0.08799598432171532,-0.3917430256261599,1.3638159911453402,2.0532896865129358,0.8710365853658537,3280,0.42533212350326755,2.7656112908170867,1.47808913350038,4,global
0.9099759256574449,2.2416015332205634,0.1498232984773462,-0.5720047290768149,2.086255501080562,2.784580546867054,0.8310975609756097,3280,0.24698014738332674,4.696128429765298,1.6688221506942162,4,local
0.9082268568809814,2.0583072845719257,0.3530203642412967,-0.35077868099905024,1.610823892643033,2.3624907422070884,0.7978658536585366,3280,0.3809296226019011,5.44184694534851,1.7616699643061184,5,activity
0.7907771543523975,1.9682219701941854,0.10680802321654634,-0.35015333861108344,1.3293517017814938,1.9831226989294106,0.8704268292682927,3280,0.4339331116347175,2.8127926934112732,1.4731915370590023,5,global
0.9086780921871902,2.2422825871484755,0.1840277777777778,-0.5533967039009056,1.9837796800385843,2.647446454055615,0.8378048780487805,3280,0.26531649367852805,4.664110338738457,1.6719415787309644,5,local
0.9159592118212928,2.064242964491623,0.3161459518685584,-0.3279093368034355,1.6032933745262354,2.3502659546782154,0.8027439024390244,3280,0.3826827633311565,5.384040635194266,1.7550287243684857,6,activity
0.7846608564775518,1.9737641489925306,0.09596302337602877,-0.36230481011211585,1.3200133446899718,1.9716033062126264,0.8692073170731708,3280,0.4356126255381173,2.825100795335275,1.470141033094895,6,global
0.9137955343274182,2.2784682506496994,0.18134454839803787,-0.5629367177424193,2.004680190336987,2.637523817429608,0.838109756097561,3280,0.24790493348081577,4.847409151528442,1.693675321240761,6,local
0.9100082930262685,2.0483578795042536,0.3581669008602869,-0.35456404727822316,1.5978511600831606,2.3607680513579616,0.776829268292683,3280,0.3972708865361091,5.320030314770976,1.7590042798121115,7,activity
0.7863580082158065,1.9455016466269908,0.09092419176526312,-0.35623321647535816,1.3044330872668226,1.9740871146000234,0.8719512195121951,3280,0.45628201174083793,2.8502138270909976,1.4698423703452257,7,global
0.9174587049789521,2.250300551248304,0.16799999999999998,-0.5863904996304901,1.9897143624403084,2.661249239265707,0.8472560975609756,3280,0.27256942850507737,4.691793963414164,1.682715227934922,7,local
